"","sum","sd","subj","upper","lower"
"X149",-0.694159333156302,0.118949280183318,149,-0.575210052972984,-0.81310861333962
"X150",-0.519935740480814,0.0563763658394314,150,-0.463559374641382,-0.576312106320245
"X151",-1.45219385691429,0.402331025214048,151,-1.04986283170024,-1.85452488212833
"X152",-0.661634548482642,0.0401901561392588,152,-0.621444392343383,-0.7018247046219
"X153",-0.655339059525781,0.068408070141018,153,-0.586930989384763,-0.723747129666799
"X154",-0.765028973120934,0.0448766498035823,154,-0.720152323317352,-0.809905622924516
"X155",-0.703537775545092,0.0182847371503786,155,-0.685253038394713,-0.72182251269547
"X156",-0.65456559579543,0.0263656799019356,156,-0.628199915893494,-0.680931275697365
"X157",-0.732075969532292,0.0388629820716459,157,-0.693212987460646,-0.770938951603938
"X158",-0.734793801241575,0.0549941357195353,158,-0.67979966552204,-0.789787936961111
"X159",-0.693455387669907,0.0317231630346982,159,-0.661732224635209,-0.725178550704606
"X160",-0.670681664893,0.0209533684100738,160,-0.649728296482927,-0.691635033303074
"X161",-0.708935343416977,0.0661125178148894,161,-0.642822825602088,-0.775047861231867
"X162",-0.703731578933266,0.0148775983675361,162,-0.68885398056573,-0.718609177300803
"X163",-0.737704502159997,0.0367914459027913,163,-0.700913056257205,-0.774495948062788
"X164",-0.692373840172642,0.0275988746944251,164,-0.664774965478217,-0.719972714867068
"X165",-0.412921916473069,0.0910379894069033,165,-0.321883927066165,-0.503959905879972
"X166",-0.77633284271274,0.0578198348099587,166,-0.718513007902781,-0.834152677522698
"X167",-0.707330634877859,0.0211374349662758,167,-0.686193199911583,-0.728468069844135
"X168",-0.705710973322643,0.0190028796277262,168,-0.686708093694917,-0.724713852950369
"X169",-0.714867032093406,0.0306147139121767,169,-0.68425231818123,-0.745481746005583
"X170",-0.658998074779245,0.0257818430039589,170,-0.633216231775286,-0.684779917783203
"X171",-0.706922752275368,0.0271001784524618,171,-0.679822573822906,-0.73402293072783
"X172",-0.711416685155211,0.0197005308815517,172,-0.691716154273659,-0.731117216036763
"X173",-0.701016486978012,0.0284699220377325,173,-0.67254656494028,-0.729486409015745
"X174",-0.257237865002112,0.0701874020172633,174,-0.187050462984849,-0.327425267019375
"X175",-0.701776219437051,0.0269085658471679,175,-0.674867653589883,-0.728684785284219
"X176",-0.697901057032645,0.0897170807925732,176,-0.608183976240072,-0.787618137825218
"X177",-0.686931992033601,0.0446514552881012,177,-0.642280536745499,-0.731583447321702
"X178",-0.685390930880296,0.0303404209656539,178,-0.655050509914642,-0.71573135184595
"X179",-0.847193522440773,0.0987176062723642,179,-0.748475916168409,-0.945911128713137
"X180",-0.705514158179141,0.041282826879106,180,-0.664231331300035,-0.746796985058247
"X181",-0.69837794572868,0.0123596495230744,181,-0.686018296205606,-0.710737595251755
"X182",-0.241896973991278,0.055018872434753,182,-0.186878101556525,-0.296915846426031
"X183",-0.351694914429687,0.0980785442109715,183,-0.253616370218715,-0.449773458640658
"X184",-0.651334492153274,0.0147565284672932,184,-0.636577963685981,-0.666091020620567
"X185",-0.767375593846584,0.0614882799689099,185,-0.705887313877674,-0.828863873815494
"X186",-0.786609189103022,0.0582690533843368,186,-0.728340135718685,-0.844878242487359
"X187",-0.194300242417806,0.0593522921792459,187,-0.13494795023856,-0.253652534597052
"X188",-0.424948605390525,0.0274614545941172,188,-0.397487150796408,-0.452410059984643
"X189",-0.545292406200804,0.118825649921895,189,-0.426466756278908,-0.664118056122699
"X190",-0.764405318174507,0.0464876735474262,190,-0.717917644627081,-0.810892991721934
"X191",-0.709998862890421,0.0352858327957114,191,-0.674713030094709,-0.745284695686132
"X192",-0.421110122082216,0.121592675989624,192,-0.299517446092592,-0.542702798071841
"X193",-0.698493504848406,0.0117317540782427,193,-0.686761750770163,-0.710225258926649
"X194",-0.690891360070813,0.0775285662904692,194,-0.613362793780344,-0.768419926361282
"X195",-0.863371333049959,0.0652742671858842,195,-0.798097065864075,-0.928645600235843
"X196",-0.704224306464163,0.0132950244602176,196,-0.690929282003945,-0.71751933092438
"X197",-0.705132643005486,0.0172644386099025,197,-0.687868204395583,-0.722397081615388
"X198",-0.326772843849364,0.0766663291831471,198,-0.250106514666217,-0.403439173032511
"X199",-0.869095151507387,0.133720944072075,199,-0.735374207435312,-1.00281609557946
"X200",-0.703418280564728,0.0163282101354031,200,-0.687090070429325,-0.719746490700132
"X201",-0.586648171024579,0.0185550545653259,201,-0.568093116459253,-0.605203225589905
"X202",-0.68775689469566,0.0187738387905944,202,-0.668983055905065,-0.706530733486254
"X203",-0.784377455195525,0.0897339615547883,203,-0.694643493640737,-0.874111416750314
"X204",-0.443538786854552,0.0834616298172376,204,-0.360077157037315,-0.52700041667179
"X205",-0.72767688610283,0.0363230946974724,205,-0.691353791405357,-0.763999980800302
