"","sum","sd","subj","upper","lower"
"X34",-0.140034600043748,0.0227387096499972,34,-0.117295890393751,-0.162773309693745
"X35",-0.697119962042221,0.0488645177043717,35,-0.648255444337849,-0.745984479746593
"X36",-0.66563867309975,0.0277517156866944,36,-0.637886957413056,-0.693390388786444
"X37",-0.733125126298322,0.0672168434243223,37,-0.665908282874,-0.800341969722644
"X38",-0.614829589112084,0.0212539362913843,38,-0.593575652820699,-0.636083525403468
"X39",-0.330836246659467,0.0428974771823465,39,-0.28793876947712,-0.373733723841813
"X40",-1.00308960642946,0.127047914399613,40,-0.876041692029851,-1.13013752082908
"X41",-0.542405982201865,0.0335847019242548,41,-0.50882128027761,-0.57599068412612
"X42",-1.45248642012891,0.392716824987148,42,-1.05976959514176,-1.84520324511606
"X43",-0.758283441348675,0.0952029856024278,43,-0.663080455746247,-0.853486426951103
"X44",-1.07431948878849,0.196529839360861,44,-0.877789649427633,-1.27084932814935
"X45",-0.717053143345154,0.0262035088161351,45,-0.690849634529019,-0.743256652161289
"X46",-0.618167341480697,0.0827058629886706,46,-0.535461478492026,-0.700873204469367
"X47",-0.449716102141635,0.102122983276295,47,-0.347593118865341,-0.55183908541793
"X48",-0.365615941462793,0.0675431705161175,48,-0.298072770946676,-0.43315911197891
"X49",-0.496480380447774,0.136166439154271,49,-0.360313941293503,-0.632646819602045
"X50",-0.295542890994326,0.0836209490320511,50,-0.211921941962275,-0.379163840026377
"X51",-0.616934732037913,0.120968985638588,51,-0.495965746399325,-0.737903717676501
"X52",-0.63623977472338,0.0434615750662056,52,-0.592778199657175,-0.679701349789586
"X53",-0.705164813450134,0.0167506468143632,53,-0.688414166635771,-0.721915460264497
"X54",-0.736164131789485,0.0500902524987488,54,-0.686073879290736,-0.786254384288234
"X55",-0.705471793858662,0.0728665406390616,55,-0.6326052532196,-0.778338334497723
"X56",-1.6239392043166,0.281090538462598,56,-1.342848665854,-1.90502974277919
"X57",-0.741773561811547,0.0405519437391459,57,-0.701221618072401,-0.782325505550692
"X58",-1.13997551587107,0.251620658416808,58,-0.888354857454262,-1.39159617428788
"X59",-0.698721049113738,0.0486921435615642,59,-0.650028905552174,-0.747413192675303
"X60",-0.547171273984597,0.0737627270376589,60,-0.473408546946939,-0.620934001022256
"X61",-0.894867284503353,0.112062824006832,61,-0.782804460496521,-1.00693010851018
"X62",-0.571914251859394,0.0345182697557075,62,-0.537395982103687,-0.606432521615102
"X63",-0.651055282085291,0.234280256119676,63,-0.416775025965615,-0.885335538204966
"X64",-0.767362883145337,0.0532163347584156,64,-0.714146548386921,-0.820579217903753
"X65",-0.575692179776116,0.0535650313646106,65,-0.522127148411506,-0.629257211140727
"X66",-0.718810722941432,0.0367884681564259,66,-0.682022254785006,-0.755599191097858
"X67",-0.561537577416685,0.0425075952424718,67,-0.519029982174213,-0.604045172659156
"X68",-0.594409928255401,0.0300192801847314,68,-0.564390648070669,-0.624429208440132
"X69",-0.715251389701903,0.03978862582404,69,-0.675462763877863,-0.755040015525943
"X70",-0.569094338444988,0.0250860733113406,70,-0.544008265133647,-0.594180411756329
"X71",-0.716914260391689,0.0400451549366599,71,-0.676869105455029,-0.756959415328349
"X72",-0.702025462916072,0.0134007049833571,72,-0.688624757932715,-0.71542616789943
"X73",-0.705314783686638,0.0186728972041265,73,-0.686641886482511,-0.723987680890765
"X74",-0.705998083592927,0.0292547052254431,74,-0.676743378367484,-0.73525278881837
"X75",-0.422715636532319,0.0702432476129209,75,-0.352472388919398,-0.49295888414524
"X76",-0.811792541157344,0.103660675023226,76,-0.708131866134118,-0.91545321618057
"X77",-0.697998510468041,0.017523883636729,77,-0.680474626831312,-0.71552239410477
"X78",-0.532183744756625,0.031730968712076,78,-0.500452776044549,-0.563914713468701
"X79",-0.608675625936612,0.153307113205429,79,-0.455368512731183,-0.761982739142041
"X80",-0.600302905137641,0.0897193783895356,80,-0.510583526748106,-0.690022283527177
"X81",-0.748732778831705,0.0604221408636481,81,-0.688310637968057,-0.809154919695353
"X82",-0.68785804239008,0.0177787634793474,82,-0.670079278910733,-0.705636805869427
"X83",-0.732041455146066,0.0612976176983067,83,-0.670743837447759,-0.793339072844373
"X84",-0.684634254281849,0.0161537962318164,84,-0.668480458050032,-0.700788050513665
"X85",-0.673347480205204,0.0401179792872117,85,-0.633229500917992,-0.713465459492415
"X86",-0.606250229630076,0.0888514765705947,86,-0.517398753059481,-0.695101706200671
"X87",-0.313245425978878,0.0747113245124565,87,-0.238534101466422,-0.387956750491335
"X88",-0.699969182557029,0.0405224214564581,88,-0.659446761100571,-0.740491604013487
"X89",-0.763622825364894,0.140940554703251,89,-0.622682270661643,-0.904563380068145
"X90",-0.636319215203855,0.070562744696062,90,-0.565756470507793,-0.706881959899917
"X91",-0.736582645349308,0.0360645441210712,91,-0.700518101228236,-0.772647189470379
"X92",-0.297652108176073,0.0974222676776778,92,-0.200229840498395,-0.39507437585375
"X93",-1.0566020245764,0.241826326740093,93,-0.814775697836306,-1.29842835131649
"X94",-0.827873323648778,0.0730053770356489,94,-0.754867946613129,-0.900878700684427
"X95",-0.749357178715806,0.112387681451035,95,-0.63696949726477,-0.861744860166841
"X96",-0.51812010166519,0.0394934467253333,96,-0.478626654939857,-0.557613548390523
"X97",-0.326345032504775,0.0929896047487664,97,-0.233355427756008,-0.419334637253541
"X98",-0.192504874551721,0.0884540766355291,98,-0.104050797916192,-0.28095895118725
"X99",-0.663563445309652,0.0415870923099413,99,-0.62197635299971,-0.705150537619593
"X100",-0.352728632665147,0.0785660915766265,100,-0.27416254108852,-0.431294724241774
"X101",-0.704713112299983,0.0299594651915177,101,-0.674753647108465,-0.7346725774915
"X102",-0.510857687318829,0.0801590453261334,102,-0.430698641992695,-0.591016732644962
"X103",-0.091168392755633,0.0184477781494213,103,-0.0727206146062118,-0.109616170905054
"X104",-0.69854688650423,0.0174013959097161,104,-0.681145490594514,-0.715948282413946
"X105",-0.5417841136603,0.0266413610658018,105,-0.515142752594498,-0.568425474726102
"X106",-0.87069927358882,0.15809902935763,106,-0.71260024423119,-1.02879830294645
"X107",-0.56022114523727,0.129752070339964,107,-0.430469074897306,-0.689973215577234
"X108",-0.173364235790096,0.067472111756761,108,-0.105892124033335,-0.240836347546857
"X109",-0.496785072824433,0.235791403896922,109,-0.260993668927511,-0.732576476721355
"X110",-0.523218228145682,0.092676298452645,110,-0.430541929693037,-0.615894526598327
"X111",-0.696520952729398,0.0261866115228616,111,-0.670334341206536,-0.722707564252259
"X112",-0.628444131702995,0.0694438985131217,112,-0.559000233189873,-0.697888030216117
"X113",-0.655767149111127,0.0486959068302426,113,-0.607071242280884,-0.704463055941369
"X114",-0.51693285980718,0.144940495432012,114,-0.371992364375167,-0.661873355239192
"X115",-0.571879785312069,0.296492743149806,115,-0.275387042162263,-0.868372528461875
"X116",-0.770865074752256,0.0962369473068911,116,-0.674628127445365,-0.867102022059147
"X117",-0.716859598469867,0.0512721935356485,117,-0.665587404934219,-0.768131792005516
"X118",-0.715013546029006,0.111310799703112,118,-0.603702746325895,-0.826324345732118
"X119",-0.774407592257481,0.0657677521589555,119,-0.708639840098526,-0.840175344416437
"X120",-0.609868571745957,0.434377914434586,120,-0.175490657311371,-1.04424648618054
"X121",-0.813919778551625,0.0692092321374592,121,-0.744710546414166,-0.883129010689084
"X122",-0.0715827783532764,0.0446112581432404,122,-0.026971520210036,-0.116194036496517
"X123",-0.771468556179601,0.128150326162317,123,-0.643318230017285,-0.899618882341918
"X124",-0.791033751256632,0.0807928633877519,124,-0.71024088786888,-0.871826614644384
"X125",-0.780378557779429,0.098598766050172,125,-0.681779791729257,-0.878977323829601
"X126",-0.718520908994567,0.0532073322482138,126,-0.665313576746353,-0.771728241242781
"X127",-0.691398966945691,0.0409722776935138,127,-0.650426689252177,-0.732371244639205
"X128",-1.21194500484272,0.232631292162399,128,-0.979313712680325,-1.44457629700512
"X129",-0.397540269276016,0.0363326669735737,129,-0.361207602302442,-0.43387293624959
"X130",-1.92264250681945,0.370766453025749,130,-1.55187605379371,-2.2934089598452
"X131",-0.780828155089222,0.0684941309149851,131,-0.712334024174237,-0.849322286004207
"X132",-0.702118516685052,0.0130173493734447,132,-0.689101167311607,-0.715135866058496
"X133",-0.746878670881741,0.0814153747436803,133,-0.66546329613806,-0.828294045625421
"X134",-0.72648615975098,0.0440776950437258,134,-0.682408464707254,-0.770563854794705
"X135",-0.732895706003168,0.0400723514830885,135,-0.692823354520079,-0.772968057486256
"X136",-0.706010392876697,0.0818777351756246,136,-0.624132657701072,-0.787888128052321
"X137",-0.701617146180681,0.012445526212646,137,-0.689171619968035,-0.714062672393328
"X138",-0.667305603918822,0.0721020121978487,138,-0.595203591720973,-0.73940761611667
"X139",-0.813130972776317,0.134855083916077,139,-0.67827588886024,-0.947986056692394
"X140",-0.729225079587381,0.0569665035071677,140,-0.672258576080213,-0.786191583094548
"X141",-0.653756570572007,0.0363939896619773,141,-0.61736258091003,-0.690150560233984
"X142",-0.705986528520224,0.0418263133130967,142,-0.664160215207127,-0.747812841833321
"X143",-0.221011667058612,0.0797124739496473,143,-0.141299193108965,-0.300724141008259
"X144",-0.540402875977845,0.0906619755515521,144,-0.449740900426292,-0.631064851529397
"X145",-0.978761116814107,0.145415128534729,145,-0.833345988279379,-1.12417624534884
"X146",-0.736558254787371,0.0715241368506078,146,-0.665034117936763,-0.808082391637979
"X147",-0.58640788816928,0.0252049477212516,147,-0.561202940448029,-0.611612835890532
"X148",-0.70697966214549,0.0194361198286266,148,-0.687543542316863,-0.726415781974116
"X149",-1.02969626310736,0.255303744974472,149,-0.774392518132887,-1.28500000808183
"X150",-0.465846124122992,0.0514178714507489,150,-0.414428252672243,-0.517263995573741
"X151",-1.32179495903245,0.441651276432229,151,-0.880143682600223,-1.76344623546468
"X152",-0.681928743329883,0.0622468177057862,152,-0.619681925624097,-0.74417556103567
"X153",-0.682961142293665,0.10304839844248,153,-0.579912743851185,-0.786009540736144
"X154",-0.823090122926735,0.0799535067042857,154,-0.743136616222449,-0.90304362963102
"X155",-0.707744297880759,0.0217614317775842,155,-0.685982866103175,-0.729505729658343
"X156",-0.657572163304686,0.0348749832370518,156,-0.622697180067634,-0.692447146541738
"X157",-0.747021994809053,0.0474116051174379,157,-0.699610389691615,-0.794433599926491
"X158",-0.72080548113671,0.0481058197291002,158,-0.67269966140761,-0.76891130086581
"X159",-0.692740176863813,0.0333734295187548,159,-0.659366747345058,-0.726113606382568
"X160",-0.680350402652981,0.0290301323552431,160,-0.651320270297738,-0.709380535008224
"X161",-0.747620226133712,0.100009939647641,161,-0.647610286486071,-0.847630165781354
"X162",-0.706361093287223,0.0169587758695769,162,-0.689402317417646,-0.7233198691568
"X163",-0.79519159083671,0.0790749943560128,163,-0.716116596480697,-0.874266585192723
"X164",-0.709888310112043,0.0416211073561349,164,-0.668267202755909,-0.751509417468178
"X165",-0.418826877741671,0.0950179599162149,165,-0.323808917825456,-0.513844837657886
"X166",-0.791814548550249,0.0688425104525482,166,-0.7229720380977,-0.860657059002797
"X167",-0.706771903389591,0.0202116332714431,167,-0.686560270118148,-0.726983536661034
"X168",-0.703651121040145,0.0198119273316789,168,-0.683839193708466,-0.723463048371824
"X169",-0.719431605439783,0.0374624404075007,169,-0.681969165032282,-0.756894045847283
"X170",-0.663786842638022,0.0305117227880177,170,-0.633275119850005,-0.69429856542604
"X171",-0.715750256386059,0.0329382710728113,171,-0.682811985313248,-0.748688527458871
"X172",-0.710682434497346,0.0220903100253139,172,-0.688592124472032,-0.73277274452266
"X173",-0.714706276989048,0.0384367774045504,173,-0.676269499584498,-0.753143054393599
"X174",-0.205819062441367,0.0854508610451072,174,-0.12036820139626,-0.291269923486474
"X175",-0.70338153127817,0.029708288000382,175,-0.673673243277788,-0.733089819278552
"X176",-0.714452330143467,0.104722253345978,176,-0.609730076797489,-0.819174583489444
"X177",-0.683179995144174,0.0462672141507402,177,-0.636912780993434,-0.729447209294915
"X178",-0.791814881328085,0.141058438549806,178,-0.650756442778279,-0.932873319877891
"X179",-0.894687110840436,0.125353343491179,179,-0.769333767349257,-1.02004045433162
"X180",-0.747136396526816,0.0620918587147758,180,-0.68504453781204,-0.809228255241592
"X181",-0.704987272649176,0.0167806169564802,181,-0.688206655692696,-0.721767889605656
"X182",-0.234944685113658,0.0578474818878819,182,-0.177097203225776,-0.29279216700154
"X183",-0.329897290141688,0.107996996529977,183,-0.221900293611711,-0.437894286671665
"X184",-0.65433562057046,0.0164864357799132,184,-0.637849184790547,-0.670822056350373
"X185",-0.833833443697281,0.0898902576734099,185,-0.743943186023871,-0.923723701370691
"X186",-0.82953808962763,0.0781944637170527,186,-0.751343625910578,-0.907732553344683
"X187",-0.0722673485915235,0.0469397637885085,187,-0.0253275848030151,-0.119207112380032
"X188",-0.39377164557507,0.0243091381675459,188,-0.369462507407524,-0.418080783742615
"X189",-0.584898047717288,0.131288078092724,189,-0.453609969624563,-0.716186125810012
"X190",-0.791189940690478,0.0592327236428691,190,-0.731957217047609,-0.850422664333347
"X191",-0.718116287419841,0.04151251634164,191,-0.676603771078201,-0.759628803761481
"X192",-0.412071571077515,0.142765110414237,192,-0.269306460663278,-0.554836681491751
"X193",-0.702137456079034,0.0151358121656697,193,-0.687001643913364,-0.717273268244704
"X194",-0.715825356762518,0.0864388153014664,194,-0.629386541461052,-0.802264172063985
"X195",-0.871378939023871,0.0705974672421975,195,-0.800781471781673,-0.941976406266068
"X196",-0.70427217529339,0.0174305900969983,196,-0.686841585196391,-0.721702765390388
"X197",-0.707255770379807,0.0221620240693754,197,-0.685093746310431,-0.729417794449182
"X198",-0.269223771107486,0.0851461192319936,198,-0.184077651875493,-0.35436989033948
"X199",-0.995396083755267,0.188653118964473,199,-0.806742964790794,-1.18404920271974
"X200",-0.710460261062667,0.0210972799048653,200,-0.689362981157802,-0.731557540967532
"X201",-0.587702440918186,0.0230601409935614,201,-0.564642299924625,-0.610762581911748
"X202",-0.687564712022529,0.0181815872408455,202,-0.669383124781684,-0.705746299263375
"X203",-0.970493163931965,0.173093237628522,203,-0.797399926303443,-1.14358640156049
"X204",-0.390749131399156,0.0938967866198103,204,-0.296852344779346,-0.484645918018966
"X205",-0.730678308836173,0.047000843086796,205,-0.683677465749377,-0.777679151922969
