"","x"
"1",-0.124064538477591
"2",1.02059771618139
"3",0.297324652162482
"4",-1.32021718253384
"5",-0.543183268838233
"6",0.658939156088273
"7",-0.657195284411265
"8",-0.368443172754864
"9",-0.0654745134217169
"10",-0.719134723719252
"11",0.0949819496418037
"12",-0.220262366100834
"13",0.169450664823556
"14",-0.074826342103489
"15",-0.853491137366361
"16",0.439547934954557
"17",-0.0135813528029488
"18",-1.84517034538778
"19",0.0736122485668763
"20",0.344716372495237
"21",0.562097608062003
"22",0.775696222017021
"23",-0.720046288934899
"24",0.358501573486002
"25",0.248465615995398
"26",-0.0166736779560178
"27",0.124632372083781
"28",-0.315390638230857
"29",0.0437256442953236
"30",0.0565898962397327
"31",0.295834101574576
"32",1.92181057920414
"33",0.441130421068114
"34",0.574153951848078
"35",-0.340323222340633
"36",0.142212462603664
"37",-0.228630372890068
"38",0.418779710631051
"39",-0.170888634633919
"40",0.22097791943997
"41",-0.170680903233273
"42",0.108270071435548
"43",0.355843713397162
"44",-0.381315656603179
"45",0.219679629641058
"46",0.604973732262759
"47",-0.126404185873634
"48",-0.687771308602227
"49",-0.0278685832826958
"50",-0.0263983707045116
"51",2.57941543634328
"52",0.340343317833288
"53",-0.160074066703303
"54",-0.456168121549912
"55",0.00305212837401678
"56",1.22759477848443
"57",-0.0896337872890223
"58",-0.446967320772756
"59",0.309411863939721
"60",-0.293607824738404
"61",-0.428818202109486
"62",0.286459144675692
"63",-0.113369263158306
"64",0.380352251489275
"65",0.0452752182638518
"66",0.839324446692792
"67",0.759886896789492
"68",0.304241014270443
"69",0.171515134216009
"70",-0.337464536847967
"71",-0.0478248480649014
"72",-0.00421576220605175
"73",-0.145551119709701
"74",0.0516347905433708
"75",0.0409808483741756
"76",-0.478645910230684
"77",0.443904609370738
"78",0.0851111891887506
"79",0.394666017426623
"80",-0.223085777410994
"81",-0.217992410307423
"82",-0.417957191417596
"83",0.309148356941978
"84",0.357247513414923
"85",1.40804116151558
"86",0.0827554991126984
"87",0.0659316370847283
"88",-0.9987596516035
"89",0.0812421411522348
"90",-1.50069738080645
"91",-0.241319913401887
"92",1.60254115614553
"93",0.386835453147096
"94",0.321372182368872
"95",0.197424842419621
"96",0.740721634174158
"97",-0.360050907644051
"98",-0.294944915680581
"99",0.0206406829096508
"100",-0.157161749550625
"101",0.37977189487909
"102",-0.471274832324554
"103",-0.254526221032193
"104",0.660625599206395
"105",-1.02822353772461
"106",0.299804157449384
"107",0.273866797661804
"108",-0.655454181804917
"109",-1.10168255385051
"110",-0.219044834812438
"111",-1.99209745436222
"112",-0.11068422655119
"113",-0.0221563681750949
"114",-0.604429811922143
"115",0.51844452633827
"116",0.244507779267901
"117",0.365357536524049
"118",-0.178166480805779
"119",0.412533113260314
"120",0.000785761558758845
"121",0.0123234624101373
"122",0.544963223307487
"123",-1.4153822179204
"124",0.0435538438595781
"125",-0.248548048183594
"126",-0.236963185846711
"127",1.54289729901445
"128",0.0185597227780646
"129",0.0657047431422724
"130",0.163791376929324
"131",-0.986136052426533
"132",0.309753785848775
"133",-0.32840427821658
"134",0.242552637451465
"135",0.138411337890445
"136",-0.10856343898275
"137",0.112789577917095
"138",0.0769964569795527
"139",-0.321292823907583
"140",0.289790995215557
"141",1.58256209274892
"142",-0.298527263701448
"143",0.2396151415469
"144",-0.0728333076873842
"145",0.325171771545694
"146",-0.56290535811266
"147",2.53753749780929
"148",0.230521026301364
"149",0.35971695316313
"150",-0.603366374214998
"151",-0.614069437378918
"152",0.147113825372194
"153",0.142728490923201
"154",0.0736657712624098
"155",-0.0436744115600156
"156",0.749153752422222
"157",0.0944224527117849
"158",-0.329398623547819
"159",0.451629142521703
"160",0.394239737149898
"161",0.0325567501975048
"162",0.402252463308087
"163",-0.458010045509086
"164",0.175745472599941
"165",-0.0712286138265958
"166",0.0143055972404021
"167",0.271403380558703
"168",1.28114851829469
"169",0.483512497719849
"170",0.14611218210737
"171",0.805153860107372
"172",0.563530900353678
"173",-0.401140856464863
"174",0.0941213252639092
"175",-0.456567827268619
"176",0.577167051842445
"177",-0.4981348750604
"178",-0.605697516547966
"179",1.38551444483753
"180",-0.897328387512093
"181",-0.770997494728366
"182",0.0287854439001652
"183",0.127161884184553
"184",-0.177362288927188
"185",-0.210823395428529
"186",-0.163658348578323
"187",-0.60623244183466
"188",-0.413137119712162
"189",-0.221727848451254
"190",-1.93820796213137
"191",3.8294538478783
"192",-0.450068936201192
"193",-0.321325291716145
"194",-0.269134964021158
"195",0.0824546991127408
"196",1.50209963764664
"197",-0.1628149260598
"198",-0.340517290825846
"199",0.0845906554821592
"200",0.0232546448723038
"201",-0.405220111347518
"202",2.00681480363301
"203",-0.295779449530671
"204",-0.270797700916439
"205",0.505246641293127
