"","X","sum","sd","subj","upper","lower"
"151","X151",-0.577815882183212,0.0578527351140616,151,-0.519963147069151,-0.635668617297274
"152","X152",-0.239591938449713,0.0483135856124437,152,-0.191278352837269,-0.287905524062157
"153","X153",-0.802796776617966,0.05809226879272,153,-0.744704507825246,-0.860889045410686
"154","X154",-0.394282446371984,0.0805433728408566,154,-0.313739073531128,-0.474825819212841
"155","X155",-0.842173925132289,0.0626102405542231,155,-0.779563684578066,-0.904784165686512
"156","X156",-0.235575241246068,0.0584250189587392,156,-0.177150222287329,-0.294000260204807
"157","X157",-0.627116367075554,0.0431595003979817,157,-0.583956866677573,-0.670275867473536
"158","X158",-0.0322441005193398,0.0180904405564819,158,-0.0141536599628579,-0.0503345410758217
"159","X159",-0.403329898529536,0.156640227074344,159,-0.246689671455193,-0.55997012560388
"160","X160",-0.718494799476253,0.0330059472147381,160,-0.685488852261515,-0.751500746690991
"161","X161",-0.631905748077964,0.0604613317869461,161,-0.571444416291018,-0.69236707986491
"162","X162",-0.600357265710805,0.0368195410964368,162,-0.563537724614368,-0.637176806807242
"163","X163",-0.427979963379615,0.0346681341606695,163,-0.393311829218946,-0.462648097540285
"164","X164",-0.19289715688136,0.0509487489633132,164,-0.141948407918047,-0.243845905844674
"165","X165",-0.786761118111497,0.128498863831349,165,-0.658262254280148,-0.915259981942846
"166","X166",-0.207236526786424,0.0292973669226198,166,-0.177939159863805,-0.236533893709044
"167","X167",-0.14752755578008,0.0354560367577349,167,-0.112071519022346,-0.182983592537815
"168","X168",-0.282099455262245,0.0305014450242179,168,-0.251598010238027,-0.312600900286463
"169","X169",-0.766837615909136,0.0835972690127966,169,-0.68324034689634,-0.850434884921933
"170","X170",-0.301007034751071,0.0997409406222502,170,-0.201266094128821,-0.400747975373321
"171","X171",-0.673190050188614,0.105776374509937,171,-0.567413675678677,-0.77896642469855
"172","X172",-0.256566859338906,0.161092101684117,172,-0.0954747576547892,-0.417658961023023
"173","X173",-0.0739616704630379,0.0206113850451464,173,-0.0533502854178914,-0.0945730555081843
"174","X174",-0.493592912680337,0.0603741166866713,174,-0.433218795993666,-0.553967029367009
"175","X175",-1.05872326892553,0.23820775315147,175,-0.820515515774059,-1.296931022077
"176","X176",-0.456873529670321,0.0427266467516466,176,-0.414146882918674,-0.499600176421967
"177","X177",-0.515582390234849,0.0661731859210783,177,-0.449409204313771,-0.581755576155928
"178","X178",-0.452970159307325,0.0654655812063185,178,-0.387504578101006,-0.518435740513643
"179","X179",-0.439157438628075,0.050168819517857,179,-0.388988619110218,-0.489326258145933
"180","X180",-0.498657923452424,0.09596946010002,180,-0.402688463352404,-0.594627383552444
"181","X181",-0.633555264570727,0.166352970846329,181,-0.467202293724398,-0.799908235417055
"182","X182",-0.343007240578762,0.0459186942366459,182,-0.297088546342116,-0.388925934815408
"183","X183",-0.243377253608522,0.0856389550283263,183,-0.157738298580196,-0.329016208636848
"184","X184",-0.663846571425829,0.0392736731418004,184,-0.624572898284028,-0.703120244567629
"185","X185",-0.509014850576558,0.0645405992949779,185,-0.44447425128158,-0.573555449871536
"186","X186",-0.318023351596909,0.0327468929279621,186,-0.285276458668947,-0.350770244524871
"187","X187",-0.645997741448091,0.0484266484416614,187,-0.59757109300643,-0.694424389889753
"188","X188",-0.324212355914576,0.164932612050224,188,-0.159279743864352,-0.4891449679648
"189","X189",-0.318641823932952,0.0583374299740293,189,-0.260304393958922,-0.376979253906981
"190","X190",-0.448650368141665,0.0411889181700278,190,-0.407461449971637,-0.489839286311692
"191","X191",-0.0394900378606519,0.0241589574132569,191,-0.015331080447395,-0.0636489952739088
"192","X192",-0.215209639475221,0.0561283056182059,192,-0.159081333857015,-0.271337945093427
"193","X193",-0.491297592894061,0.0300428007433328,193,-0.461254792150728,-0.521340393637394
"194","X194",-0.545081089421365,0.0569585122346826,194,-0.488122577186682,-0.602039601656048
"195","X195",-0.572450942750902,0.119943162248511,195,-0.452507780502391,-0.692394104999413
"196","X196",-0.167791481107215,0.0562757748060605,196,-0.111515706301155,-0.224067255913276
"197","X197",-0.616297310102342,0.0624593068437088,197,-0.553838003258634,-0.678756616946051
"198","X198",-0.65551623084544,0.0958943594329118,198,-0.559621871412528,-0.751410590278351
"199","X199",-0.176046697596988,0.0268774351703126,199,-0.149169262426675,-0.202924132767301
"200","X200",-0.721590218436589,0.0452012007100563,200,-0.676389017726533,-0.766791419146645
"201","X201",-0.681289435745803,0.0569799635587211,201,-0.624309472187082,-0.738269399304525
"202","X202",-0.187664715911878,0.033380096518377,202,-0.154284619393501,-0.221044812430255
"203","X203",-0.620778121486174,0.0235496178532938,203,-0.59722850363288,-0.644327739339467
"204","X204",-0.3782675172431,0.05570068025857,204,-0.32256683698453,-0.43396819750167
"205","X205",-0.813652691175905,0.073801230852302,205,-0.739851460323603,-0.887453922028207
