"","X","sum","sd","subj","upper","lower"
"111","X111",-0.651363923666794,0.00532773848777646,111,-0.646036185179017,-0.65669166215457
"112","X112",-0.710247493235182,0.00638853967108196,112,-0.7038589535641,-0.716636032906264
"113","X113",-0.522560327599124,0.00698299815877445,113,-0.51557732944035,-0.529543325757898
"114","X114",-0.731415569632381,0.00762831159932142,114,-0.723787258033059,-0.739043881231702
"115","X115",-0.763512407292702,0.00706386063885451,115,-0.756448546653847,-0.770576267931556
"116","X116",-0.663425689748918,0.00267335423546466,116,-0.660752335513454,-0.666099043984383
"117","X117",-0.712691942629232,0.00432466595754705,117,-0.708367276671685,-0.717016608586779
"118","X118",-0.719737462300979,0.00613997774622054,118,-0.713597484554758,-0.725877440047199
"119","X119",-0.63467044173303,0.00615590813652143,119,-0.628514533596508,-0.640826349869551
"120","X120",-0.668013324841407,0.0061115821450312,120,-0.661901742696376,-0.674124906986438
"121","X121",-0.732810146201282,0.00465156284788358,121,-0.728158583353399,-0.737461709049166
"122","X122",-0.781880291187272,0.00862346273142365,122,-0.773256828455848,-0.790503753918695
"123","X123",-0.83205152896963,0.010270392039281,123,-0.821781136930349,-0.842321921008911
"124","X124",-0.727885053052797,0.00349792514098268,124,-0.724387127911814,-0.731382978193779
"125","X125",-0.633872132551549,0.00769912935147925,125,-0.62617300320007,-0.641571261903028
"126","X126",-0.696996123050145,0.00416754250619323,126,-0.692828580543952,-0.701163665556339
"127","X127",-0.829219801259558,0.00997700328412388,127,-0.819242797975434,-0.839196804543682
"128","X128",-0.803650237232081,0.00868580049824151,128,-0.794964436733839,-0.812336037730322
"129","X129",-0.773765998015361,0.00566892712773514,129,-0.768097070887626,-0.779434925143096
"130","X130",-0.6595924278824,0.0028099794773599,130,-0.65678244840504,-0.66240240735976
"131","X131",-0.768426718155653,0.00736738628189023,131,-0.761059331873763,-0.775794104437544
"132","X132",-0.80236818120242,0.00941712276455012,132,-0.79295105843787,-0.81178530396697
"133","X133",-0.706112524134588,0.00170158520850434,133,-0.704410938926083,-0.707814109343092
"134","X134",-0.231709192425726,0.00735451464403059,134,-0.224354677781695,-0.239063707069756
"135","X135",-0.765179026692613,0.0045960741670351,135,-0.760582952525577,-0.769775100859648
"136","X136",-0.420904475534206,0.00601134951097434,136,-0.414893126023231,-0.42691582504518
"137","X137",-0.703068818896684,0.0044161542327033,137,-0.698652664663981,-0.707484973129387
"138","X138",-0.697078770019725,0.0106922441651945,138,-0.68638652585453,-0.707771014184919
"139","X139",-0.517169398482493,0.00830803502264951,139,-0.508861363459844,-0.525477433505143
"140","X140",-0.723728318664437,0.00414771329610375,140,-0.719580605368334,-0.727876031960541
"141","X141",-0.781369422269144,0.00934507253164297,141,-0.772024349737501,-0.790714494800787
"142","X142",-0.623598036566256,0.00815559000757588,142,-0.61544244655868,-0.631753626573832
"143","X143",-0.305188303954251,0.00523114384239568,143,-0.299957160111855,-0.310419447796646
"144","X144",-0.702350760142336,0.00255288343836117,144,-0.699797876703975,-0.704903643580697
"145","X145",-0.682645995799687,0.00387136267551979,145,-0.678774633124167,-0.686517358475207
"146","X146",-0.696806069984289,0.00543805513356954,146,-0.691368014850719,-0.702244125117858
"147","X147",-0.252080222431096,0.00776297647954565,147,-0.24431724595155,-0.259843198910641
"148","X148",-0.579872998892603,0.00775080521197453,148,-0.572122193680629,-0.587623804104578
"149","X149",-0.621038793674485,0.0116590556669801,149,-0.609379738007505,-0.632697849341465
"150","X150",-0.706630426237839,0.00529696192440266,150,-0.701333464313436,-0.711927388162241
"151","X151",-0.762872735625706,0.00608298395553192,151,-0.756789751670174,-0.768955719581238
"152","X152",-0.261778832221225,0.00662318515345553,152,-0.25515564706777,-0.268402017374681
"153","X153",-0.716408237099976,0.00119748090856195,153,-0.715210756191414,-0.717605718008538
"154","X154",-0.653979348893466,0.0205439075329175,154,-0.633435441360549,-0.674523256426384
"155","X155",-0.761633218957502,0.00526890189060075,155,-0.756364317066901,-0.766902120848103
"156","X156",-0.811072594416837,0.0102726172614547,156,-0.800799977155382,-0.821345211678291
"157","X157",-0.781033074062528,0.00629250919202573,157,-0.774740564870502,-0.787325583254554
"158","X158",-0.217416986519838,0.0077338667115235,158,-0.209683119808315,-0.225150853231362
"159","X159",-0.242534404812662,0.00755813599336316,159,-0.234976268819299,-0.250092540806025
"160","X160",-0.699860690062563,0.00178087839646217,160,-0.698079811666101,-0.701641568459025
"161","X161",-0.67196403658027,0.00350332908612362,161,-0.668460707494146,-0.675467365666394
"162","X162",-0.740746944099719,0.00554246256006121,162,-0.735204481539658,-0.74628940665978
"163","X163",-0.661564423676952,0.00696298950016795,163,-0.654601434176784,-0.66852741317712
"164","X164",-0.246624913136975,0.00795439992223216,164,-0.238670513214743,-0.254579313059207
"165","X165",-0.812929165868491,0.0103374305769391,165,-0.802591735291552,-0.823266596445431
"166","X166",-0.795064896093145,0.0094489239315744,166,-0.785615972161571,-0.804513820024719
"167","X167",-0.359027530413802,0.00728530085919936,167,-0.351742229554603,-0.366312831273002
"168","X168",-0.430800180281458,0.0063991610933943,168,-0.424401019188063,-0.437199341374852
"169","X169",-0.763790017659709,0.00640453572149716,169,-0.757385481938212,-0.770194553381206
"170","X170",-0.585873944079671,0.015728246913014,170,-0.570145697166657,-0.601602190992685
"171","X171",-0.541998535465181,0.00333546841825542,171,-0.538663067046925,-0.545334003883436
"172","X172",-0.234680041639589,0.00759516244764538,172,-0.227084879191944,-0.242275204087235
"173","X173",-0.23752405802408,0.00648521743435929,173,-0.23103884058972,-0.244009275458439
"174","X174",-0.609543861307412,0.00619699252859666,174,-0.603346868778815,-0.615740853836009
"175","X175",-0.992451932985994,0.0181489393993797,175,-0.974302993586614,-1.01060087238537
"176","X176",-0.619742780929819,0.00681220893768913,176,-0.61293057199213,-0.626554989867508
"177","X177",-0.528825372362633,0.00163268837323386,177,-0.527192683989399,-0.530458060735867
"178","X178",-0.514071582107269,0.0072255629188292,178,-0.50684601918844,-0.521297145026098
"179","X179",-0.528681015466966,0.00524758224420313,179,-0.523433433222763,-0.533928597711169
"180","X180",-0.436567431950313,0.00689802133324053,180,-0.429669410617073,-0.443465453283554
"181","X181",-0.431191756041369,0.00385406336540884,181,-0.427337692675961,-0.435045819406778
"182","X182",-0.391362296207033,0.00636334375860935,182,-0.384998952448423,-0.397725639965642
"183","X183",-0.379302353482582,0.00671114183677173,183,-0.372591211645811,-0.386013495319354
"184","X184",-0.671561915815687,0.0036105427309159,184,-0.667951373084771,-0.675172458546603
"185","X185",-0.452784892465858,0.00582688821870869,185,-0.446958004247149,-0.458611780684566
"186","X186",-0.346319780222001,0.00380304644844577,186,-0.342516733773556,-0.350122826670447
"187","X187",-0.73479732163922,0.00367253728485474,187,-0.731124784354365,-0.738469858924074
"188","X188",-0.249116947559132,0.00755216306716491,188,-0.241564784491967,-0.256669110626297
"189","X189",-0.661163167083853,0.00288319542926771,189,-0.658279971654586,-0.664046362513121
"190","X190",-0.770031309622555,0.00726275783087824,190,-0.762768551791676,-0.777294067453433
"191","X191",-0.264666505910263,0.00827462042007369,191,-0.256391885490189,-0.272941126330337
"192","X192",-0.304046912640015,0.0066903258956701,192,-0.297356586744345,-0.310737238535685
"193","X193",-0.662610813924555,0.0055215035218235,193,-0.657089310402731,-0.668132317446378
"194","X194",-0.672005943619433,0.0026648471452347,194,-0.669341096474198,-0.674670790764668
"195","X195",-0.730945724344319,0.0088864034478314,195,-0.722059320896487,-0.73983212779215
"196","X196",-0.258500252777628,0.00703619196224756,196,-0.25146406081538,-0.265536444739875
"197","X197",-0.738685852111403,0.00529443991678156,197,-0.733391412194621,-0.743980292028184
"198","X198",-0.673958614388046,0.0035154489178722,198,-0.670443165470173,-0.677474063305918
"199","X199",-0.310866905588662,0.00605220828164573,199,-0.304814697307017,-0.316919113870308
"200","X200",-0.646651411344605,0.00289325688007939,200,-0.643758154464526,-0.649544668224685
"201","X201",-0.719369631415629,0.00405160296540241,201,-0.715318028450227,-0.723421234381031
"202","X202",-0.953651062067247,0.0159863367424129,202,-0.937664725324834,-0.96963739880966
"203","X203",-0.708413415943142,0.00132920168376846,203,-0.707084214259374,-0.709742617626911
"204","X204",-0.42694353240491,0.00549507459159806,204,-0.421448457813312,-0.432438606996508
"205","X205",-0.70025272918783,0.00586441845693018,205,-0.6943883107309,-0.70611714764476
