"","alpha","beta"
"1",0.53631207320022,0.327329826302001
"2",0.392496380313597,0.883632208792518
"3",7.29627365758656e-06,6.61068393556207
"4",0.0657601581063331,0.289510825475592
"5",0.871469162843838,0.0419315932689336
"6",0.971733172551893,0.809204027026114
"7",0.0611526057390007,0.370944883947519
"8",0.991750125605875,0.460813368778042
"9",0.14086174196652,0.23450101229949
"10",0.077046303247691,0.56390552105782
"11",0.975334209045259,0.571669659182726
"12",0.0957838706221652,2.18360084957009
"13",0.455683269658106,0.901884617286522
"14",0.0623136755270062,-1.04215779917115
"15",0.999546600302151,0.254930802874186
"16",0.00354941686909072,5.97698802918471
"17",0.919463542749915,0.076061986248196
"18",0.786485856564256,0.124129908644489
"19",0.0175426612936178,3.89423968299647
"20",5.08725106941332e-05,2.76647215383879
"21",0.0222543445049731,3.17706887485437
"22",0.0435568699634934,2.65109321259551
"23",0.937597178937641,0.813585830681309
"24",0.530758859765865,0.349057235485648
"25",5.06157437529797e-06,1.56275568214093
"26",0.029993655656756,0.708196760877406
"27",0.856261796991103,0.56807262198477
"28",0.900489680134198,0.972925303404241
"29",0.000900227172818568,3.64042991457381
"30",5.37904126151068e-05,2.34512551885453
"31",0.00284450244193402,1.14584685769642
"32",0.808349825872749,0.106126825750071
"33",0.0454214362710588,0.140797659546026
"34",0.0368569321018124,3.14071085527922
"35",0.110126034262639,0.285546048040233
"36",0.0115033339097298,3.72832406873834
"37",0.820068218521055,0.306694606471769
"38",0.996410315088211,0.0799583440185871
"39",0.132617754644404,1.20485316962393
"40",0.0151233643628037,3.99277301299521
"41",0.977828641138348,0.242401211977553
"42",0.0182334151461365,2.93862616767732
"43",0.0207966814923993,3.80757146766811
"44",0.00388801766554225,2.28881209796311
"45",0.0552630336149157,0.101082706976045
"46",0.0326143780668215,3.94736286391189
"47",0.920983596726575,0.34845681550045
"48",0.985638327119294,0.904981027427645
"49",0.00101185866098197,-2.91590159673139
"50",0.00871263096543995,3.2519773340709
"51",0.981952503243786,0.490549825074285
"52",0.0384468185951763,2.21052806942192
"53",0.0149021701218243,2.96473037783995
"54",0.00169551546547331,3.5371312333081
"55",0.012109211443521,1.59200356119696
"56",0.954923232027007,0.409991574453349
"57",0.0359548836963239,1.05826798931249
"58",0.334881075721967,0.395475168456876
"59",0.783567549847053,0.766767285253739
"60",0.0145264435887833,8.49731971627739
"61",0.00672638448040497,-1.08414801688651
"62",0.00825954097108939,4.51201771146349
"63",0.552502780907997,0.998695045876429
"64",0.359241440031288,0.148681761677644
"65",0.107587810314339,0.592606388827306
"66",0.0317700750135138,1.99508080411699
"67",0.0693401131733783,1.66394419102784
"68",0.0183267848223335,4.2635969624499
"69",0.0238802670637224,3.17308806738249
"70",0.953101470046579,0.262401808933691
"71",0.0298599653990054,0.672842777123793
"72",0.0361723331881567,0.3946039852485
"73",0.00251850970703882,0.60975626825565
"74",0.00340367708578315,3.72817022207876
"75",0.0312761682502734,4.72297738369871
"76",0.00494746781031674,6.74339813728767
"77",0.741303924983253,1.06678763062218
"78",0.00130916704658923,6.70772660884397
"79",0.0380342727309098,3.86081474095905
"80",0.00292598910604913,1.52289201009128
"81",0.536171676681096,0.327025117712811
"82",0.0563869167463745,1.37117793974555
"83",0.997964605561866,0.483771767574114
"84",2.15612053288128e-05,3.6899960656465
"85",0.0604030372630556,1.39106350431426
"86",0.0391924045009899,2.26034778386558
"87",0.00313423540617352,1.16242669303079
"88",0.576426267305593,0.471717126565346
"89",0.314243782453222,0.828952606432122
"90",0.0447045528185024,-0.290746131877424
"91",0.995344133990257,-0.11114316539988
"92",0.913181282257683,0.718415694887334
"93",0.113944117527861,0.926556622916322
"94",0.122419140746042,0.553949768091523
"95",0.049817309837635,0.743391633548254
"96",0.0986900723819691,0.0128100786725697
"97",0.0315873289113511,2.90676201271642
"98",0.0195676089537392,5.91933969317064
"99",0.996636209733995,-0.0863682814495797
"100",0.0298865516653576,1.6968172309938
"101",0.0051602340840059,7.2298629181511
"102",0.177605275139923,-0.333412413961306
"103",0.00169092678960747,5.58783578347879
"104",0.863048317740907,0.395738162272294
"105",0.990968552479545,0.763141907643911
"106",0.174412527927202,0.828784785570847
"107",0.0200146545266224,3.97848399687417
"108",0.0094111186608945,5.30914804893404
"109",0.00384180015730795,3.80159332027222
"110",0.000121441020748625,2.51658136581779
"111",0.0395616791764056,3.7760563217905
"112",0.159857207271138,1.83737181506011
"113",0.0240468482614582,3.522490866034
"114",0.0486165038036969,1.05734770178151
"115",0.28631900737286,0.578276468946129
"116",0.927967882924938,0.26803628356945
"117",0.0712975351600762,2.63941862363547
"118",0.0183528135423001,2.43724496682367
"119",0.0103379102810525,-1.87277931360552
"120",0.0229437944715468,2.02824573206508
"121",0.143213094971976,0.734163900923333
"122",0.0385304292372988,3.06444974737012
"123",0.000860246894823891,4.04458809382163
"124",0.272434217666634,0.67560367968257
"125",0.000976456955419702,-0.155249399465199
"126",0.000978943978063973,-1.15901561693726
"127",0.00552612365186078,-1.2555786677102
"128",0.144365635838564,1.08543278217943
"129",0.00051326299885246,1.20287223665192
"130",0.0421847681974643,2.58799376952556
"131",0.598823316057702,0.560543910307084
"132",0.0104706377468416,2.5497460268906
"133",0.030471398767746,1.3207134188185
"134",0.000314100026508002,0.699475555136768
"135",0.0210697912641037,4.61336336149117
"136",0.0182936249757762,3.95649337155452
"137",0.0131099175368707,4.60556764671233
"138",0.0747402656325973,0.491542698013269
"139",0.207372619705596,0.680189192673558
"140",0.839905913386036,0.698666166112872
"141",8.81963607746172e-06,0.577078488487921
"142",0.994204854160429,-0.277998716726029
"143",0.159123930255932,0.254461336426076
"144",0.770407089210123,0.587749392262663
"145",0.00395161100617147,4.88944834340528
"146",0.0143363337773125,7.04982138605553
"147",0.0586980679788757,1.38119449041184
"148",0.158426408731056,1.46937625844392
"149",0.0257203500622319,3.20515506704192
"150",0.109845788761241,1.57839231049535
"151",0.0735462954677855,2.60508312826963
"152",0.723944351893238,0.767579615837262
"153",0.879175017812865,0.25097641481457
"154",0.0201635517431072,3.6184398103482
"155",0.788347635902691,0.566766970400794
"156",0.00265215648495942,1.19757597111272
"157",0.645132541824648,0.352116585598382
"158",0.68684264023274,0.531629745498801
"159",0.997883824799329,0.976238363595506
"160",5.45311927175884e-05,-1.1275898907891
"161",0.04260783240388,1.16528634184
"162",0.404651405778006,1.08590383591442
"163",0.015017691025947,2.1604237578715
"164",0.540762303781487,0.269934056352808
"165",0.683427402923877,0.417812738664568
"166",0.0190495219937379,-0.275386853287882
"167",0.0298539689201873,3.26269691079835
"168",0.0681359009480714,1.32315796180596
"169",0.0303673685090411,3.16970452168352
"170",0.752277944447001,-0.0965813433462961
"171",0.00882696815080519,2.35533618243428
"172",0.0406864855490219,0.955870804382609
"173",0.772878841893538,-0.0271534072688909
"174",0.0776661614499756,2.21137300553711
"175",0.0182747128953722,2.05453186038781
"176",0.139077879320921,1.57172320704972
"177",0.00632793164491774,6.3403677901586
"178",0.670866706438905,0.268922628119006
"179",0.754314008291712,0.482861633658781
"180",0.0220530209379503,3.82192843112402
"181",0.00983120670656845,2.42199066022223
"182",0.00686577272510736,6.41156300135613
"183",0.0147412049440403,1.74054740060389
"184",0.981242717544969,0.931809001927212
"185",0.703395010106207,0.138709494446036
"186",0.0508222088076913,2.18879424721946
"187",0.634365771835018,0.454477762549971
"188",0.0156728141245611,5.40759911933743
"189",0.00772576140984449,3.28910625880914
"190",0.427212058478731,0.968244805424419
"191",0.01354016323053,1.2942436193814
"192",0.12934828653581,0.407745296624973
"193",0.000398738285843026,2.01828229807299
"194",1.42493284360778e-06,2.97040050713589
"195",0.0097378161240399,3.4995797936093
"196",0.259238695670812,0.729793403295513
"197",0.105205879838237,1.89316276029974
"198",0.122274373737706,0.152167794554984
"199",0.321012857415614,0.350801418383942
"200",0.977559385931809,0.875227811014314
"201",0.0160587275545534,2.78493814720518
"202",0.0675040027886449,2.21307844081765
"203",0.00390204087735091,5.76033017666693
"204",0.35238849429158,0.6085070741995
"205",0.0145352156573066,2.45115864621842
"206",0.0169039265129011,2.39631555708012
"207",0.0192542347219056,2.83901713276888
"208",0.110015890879058,1.52317164010595
"209",4.9569001570049e-08,2.92859919094235
"210",0.0223727305290382,3.34142739345443
"211",9.78591956765085e-05,2.38613643574554
"212",0.0109335814637135,5.29833820886945
"213",0.0557717284096441,1.03676877208202
"214",0.999495537591881,0.55523418363333
"215",0.923199749386128,0.01852932742132
"216",0.0113859240751358,-0.361154709296902
"217",0.949243622106678,0.691041507191013
"218",0.251255170320532,0.19754215616233
"219",0.999960055949598,-0.0546988079461103
"220",0.00310310887954379,-0.248519783899998
"221",0.000141975289876584,2.58692977528298
"222",0.00462923999833753,-0.84503851110118
