"","a1","a2","b0_mean","b1_mean","b0_sd","b1_sd"
"1",3.99621828246623,1.08535624105516,0.00935524800254005,2.50005962975417,0.409441882259863,1.89700153179112
"2",2.40537410920318,0.347059022683965,0.0403963482084352,2.31744666863678,0.458771641042554,1.89340868274793
"3",13.9435443364423,0.915959573228163,0.0106468909519799,2.50205362673088,0.413016734674226,2.15358523925927
"4",6.47950112731644,0.8381228416891,0.023874449878317,2.58015359222502,0.444171036845091,2.07992214910136
"5",3.19279302339022,1.00251160732966,0.0455423622076728,2.22087036702648,0.457853658703126,1.958508458947
"6",7.95088324520976,13.2861342677255,0.0257660032764063,2.62003560108828,0.461099710357969,2.20547129854423
"7",8.45372898872333,12.184831313481,0.0531506184028737,2.05739178373086,0.472646377589327,2.06450931017208
"8",0.201973936587749,14.6613165360395,-0.0177570176844371,2.69223690301648,0.446212663018636,2.24787198647978
"9",2.68275832813365,0.73280892319042,-0.00966731402792542,2.58007604514208,0.4178056104021,2.0908903076136
"10",20.2340121056005,40.2948885792663,0.0203111466505184,2.57808162272388,0.450062987981108,1.7911437453137
"11",8.67436976202928,1.17197876117629,0.015977196561585,2.34113133033118,0.463790600172698,2.18285588416241
"12",12.6571175699115,17.5141380156265,0.0179569844196143,2.45196893757891,0.445790362751904,2.3541922486373
"13",0.842267463976058,12.9865204492711,-0.00433082089709539,2.51623594525775,0.435495486169609,1.95793896322786
"14",2.89942250718863,2.69993098263576,0.0385600022607879,2.53897794735045,0.4073696822837,1.87864805361598
"15",13.7626502029246,1.17129363153609,0.040222879730857,2.49979934650465,0.437492469614715,2.07764554380717
"16",0.081536620733664,32.9306124646157,-0.00120357443884333,2.62756750602074,0.422761878281781,2.03755506944781
"17",5.47590533715076,0.603572307423165,-0.051882140069737,2.2145976280426,0.440298756044298,1.94848443228108
"18",6.85621282678878,6.0687060738878,-0.009918210174,2.53210833232151,0.458979574788403,2.08751116799419
"19",1.25558074146161,2.77117053635145,-0.00487939264407222,2.14640786368465,0.44040388161905,1.95583416622608
"20",4.67799132840406,1.42763403236962,-0.0500888164489747,2.56061352137993,0.427492130549074,2.09518411224755
