"","alpha","beta"
"1",0.307972286204236,4.61086551625557
"2",0.264645895732639,4.76269823642017
"3",0.257765545376774,5.19901424870241
"4",0.360841998890508,5.24797599324127
"5",0.293511581986142,10.0765895435544
"6",0.629164428218636,3.82333353573409
"7",0.318706225761571,5.86257073543153
"8",0.300812227066719,4.27373045464414
"9",0.387573212695841,4.09484561581967
"10",0.449607630317643,5.68630713296543
"11",0.23068745554723,6.22709489804177
"12",0.332049361301541,6.21361293707594
"13",0.557187848158385,4.79589273693014
"14",0.23282065587658,5.55647154276257
"15",0.443500273738005,5.84410332118412
"16",0.325853785106185,5.90316505765855
"17",0.258476705247771,6.02374481109886
"18",0.296984760237487,8.69025827620001
"19",0.348793876459513,6.6064694298668
"20",0.251323605777257,6.02449949362526
"21",0.407633114247084,4.83427704822971
"22",0.250951719670628,5.0042544535994
"23",0.310615256107845,6.11787107729585
"24",0.404068384422269,4.69573100514335
"25",0.294183743696829,5.59041525321537
"26",0.385284163258636,7.3233827413332
"27",0.374366895219088,6.43783002213304
"28",0.385436644478076,4.70225087563154
"29",0.383339447427621,4.93896670644369
"30",0.360479643936715,5.61428051699366
"31",0.331089474663682,7.41933157083798
"32",0.601912595336987,5.24778065054327
"33",0.327697945407223,4.550010533077
"34",0.579688418483371,5.02257645460227
"35",0.302991820254696,4.66991639498636
"36",0.27145600724379,5.5926395684305
"37",0.469990119186584,4.00299428672216
"38",0.534277006525571,4.51312006945391
"39",0.425632981059994,4.17684624476625
"40",0.256355683150038,5.41798555667052
"41",0.314499777021933,6.65191857973789
"42",0.202535791223185,8.89149888063213
"43",0.224426703469516,6.30534911876069
"44",0.305558465038356,6.63373072120501
"45",0.30117484983621,4.92602695566123
"46",0.43967764778692,5.11982970199417
"47",0.187956974836064,9.51391810580671
"48",0.582026475489398,4.21198348995673
"49",0.232302656107046,6.7921697782541
"50",0.317534758477076,4.72879801450561
"51",0.351858149348118,3.39504864387383
"52",0.328620224090067,3.1763190418691
"53",0.342835481861907,8.60956204591371
"54",0.442087549638115,3.02627833661642
"55",0.519854577285667,5.88450415513928
"56",0.466852476369948,6.33646179641327
"57",0.331716557223055,5.31960470192535
"58",0.488412818793349,4.50160373248407
"59",0.385091743337243,4.98218257079995
"60",0.440348130438311,3.78096837292847
"61",0.366172111925901,6.37752356025462
"62",0.273690204055295,8.16362994952386
"63",0.29991291999006,4.89794659940774
"64",0.463687096059201,4.51623547755751
"65",0.390848428162654,4.82037393089711
"66",0.382243490383989,5.96545426555148
"67",0.305145912399348,5.64081996497576
"68",0.376738755313187,7.0606949968877
"69",0.519013546141518,5.40517360485615
"70",0.199344471046551,5.34305092230223
"71",0.277615627804429,9.34688023400272
"72",0.447086235941581,3.57437462894133
"73",0.298357243867228,6.36197462522597
"74",0.361405971503225,7.03626638718579
"75",0.341531939418441,5.96984326268101
"76",0.215366481012185,5.78258127699621
"77",0.194386433571452,5.04152442159738
"78",0.422574495078306,3.91266977891595
"79",0.416846109028377,5.67427684380228
"80",0.410820878018232,5.6721287703572
"81",0.57465711883752,4.20828703060305
"82",0.373453139048202,6.37489402736025
"83",0.243962882015267,5.1486183478074
"84",0.459718799694532,5.31919422423561
"85",0.370652661048789,5.53392105737689
"86",0.470551099740391,4.94185779738143
"87",0.444306647197507,5.08595394332842
"88",0.166969803046627,7.77561195595413
"89",0.292258435922818,4.41899300561606
"90",0.38585411291155,6.77803920331865
"91",0.542985313615474,3.22284459064937
"92",0.343774459975941,3.9194401743643
"93",0.398824334296769,4.30202744976306
"94",0.220258989501476,5.17257158390956
"95",0.522209751941719,3.27862481951196
"96",0.444948714703284,4.38275995137874
"97",0.569460526071671,4.82699708515882
"98",0.209137440254672,4.53589590362199
"99",0.367429535477487,6.86188979222816
"100",0.542586389333094,2.75566653795213
"101",0.289101651848111,5.5690270399944
"102",0.428644095344608,5.95942765396636
"103",0.236641523221312,6.26076762118853
"104",0.32880802641614,5.5319769375935
"105",0.280435727254192,4.79516115471096
"106",0.410781723833986,5.03744702082931
"107",0.383296616609765,5.18756819441656
"108",0.543338391821275,2.89492380197336
"109",0.349345186653099,5.51144971927148
"110",0.55403653264028,4.37781484773811
"111",0.262820866684902,5.10761897201244
"112",0.441506071217532,5.51771664911337
"113",0.442589124380993,4.2427247697071
"114",0.408155112538439,3.5506492884257
"115",0.341599170679604,8.54111016275106
"116",0.299728601778068,6.90071511732229
"117",0.435857138621106,5.95821271968496
"118",0.442391039833787,6.20404149929574
"119",0.238263536218869,7.43033062232259
"120",0.237396347539728,4.82260277179278
"121",0.560446999132215,5.31933147614909
"122",0.262376374143284,6.06320929334653
"123",0.146926995415356,5.60449810560351
"124",0.221272540273991,8.38326035125544
"125",0.44642543042093,5.68148786557649
"126",0.312014502245547,9.39383896016274
"127",0.484341731312598,4.08986275170214
"128",0.166915464624739,6.61698457087611
"129",0.501562276804278,4.8308803212198
"130",0.498898583374962,4.88665182066783
"131",0.304393857561869,5.63778100726007
"132",0.383895815047747,6.7501535776972
"133",0.251048687267906,6.72071079891328
"134",0.259767364836014,5.05350872349155
"135",0.24201822719047,5.77391325812325
"136",0.409904193037346,3.88726277881504
"137",0.383069983495004,4.124739270817
"138",0.330628797360803,7.3771421224451
"139",0.314440515034732,7.64640735453014
"140",0.378140988023487,4.86573287787164
"141",0.417171708894888,4.06774838081218
"142",0.309138315558511,6.57582499684617
"143",0.527750132534847,5.62270477502807
"144",0.314735659268831,4.83230761227847
"145",0.254838163360581,6.15352907825596
"146",0.479868235255755,2.80699832242194
"147",0.16912675710976,7.90348213095363
"148",0.272244006160241,4.25260182727403
"149",0.346866031142276,4.61182329420112
"150",0.504448166616077,4.84109875148103
"151",0.271154251933456,4.457716519562
"152",0.52825614971293,4.30068295391136
"153",0.372110265892308,5.89811784026124
"154",0.409583705386081,6.16474153335723
"155",0.407841133317362,5.83546526616058
"156",0.214077957566959,4.70818501705377
"157",0.383298099024713,4.41949991476754
"158",0.313425154521089,6.37451878424106
"159",0.330028585738488,4.46891494787761
"160",0.359114782816748,5.13569921831349
"161",0.502933680195612,4.71336658202872
"162",0.446492792341695,6.23429060942308
"163",0.291551524776563,7.58763781909262
"164",0.393694024868903,6.58208349676973
"165",0.489278678269153,5.24685170518468
"166",0.36382995299783,6.93308641883642
"167",0.444793712819139,4.10966664402034
"168",0.528748871753083,5.23665411941147
"169",0.533186826551587,3.37184086265084
"170",0.167904674748266,5.60287499813594
"171",0.403983773986098,6.19995451705919
"172",0.421144451295449,6.71865356411322
"173",0.456627530321853,5.93565381068323
"174",0.384273548586214,4.85069032477515
"175",0.500610163358316,5.71079260096373
"176",0.327120601896619,5.6349203613941
"177",0.391213695511223,5.54301556349034
"178",0.507274917445991,4.73523938506463
"179",0.554247656861699,5.18166742082605
"180",0.443952654504814,3.57130502730142
"181",0.272656425711282,6.95770667815545
"182",0.518265317438243,4.96360739026678
"183",0.478163661870572,4.7323458026787
"184",0.415039286209981,4.15401555187416
"185",0.317885061172103,6.42556669368804
"186",0.462059658569623,4.2733399492175
"187",0.280720215261023,5.1905794200091
"188",0.497776483871135,3.83550403254948
"189",0.338492823229439,5.46924160152286
"190",0.397269602737795,6.5224608387525
"191",0.223060502209866,5.53031655194932
"192",0.293685629389473,8.26856619356059
"193",0.317705454067334,7.44532097923218
"194",0.427316772694856,4.90864771002904
"195",0.367425655874624,7.80387829484839
"196",0.293390851927211,4.52733189933583
"197",0.383645474942449,4.28420206188952
"198",0.388081061668773,6.27330436239506
"199",0.310745409181826,5.66934210670892
"200",0.333951859178434,4.51367259189791
"201",0.628236188144604,3.47381762570045
"202",0.48980156770162,4.64161436721
"203",0.594102031424549,2.95698629824945
"204",0.399404805201893,6.3422266016754
"205",0.375451519871323,5.32489169628465
"206",0.235882460082327,6.82441651224421
"207",0.212526254533217,6.68253925395644
"208",0.427720137916337,4.8616288188165
"209",0.657495419406904,2.94433114799194
"210",0.484399507706664,5.33735811207495
"211",0.237693951007968,5.75956691751391
"212",0.497100673780368,5.93581616182746
"213",0.344133387247927,4.14693827660649
"214",0.466085399172975,4.76752300103223
"215",0.566245275060621,5.07939508627644
"216",0.484700934367177,5.54434818837984
"217",0.239822762321129,4.75970217834862
"218",0.277097037341845,5.37319940592532
"219",0.333578404594703,6.42989622641706
"220",0.476960431767711,4.90787323083511
"221",0.310937343179142,7.26430489560655
"222",0.358196151799771,5.94323497945397
"223",0.331695818994478,3.40709856815801
"224",0.27990465797987,4.54472425388506
