"","sum","sd","subj","upper","lower"
"X128",-1.20775601996688,0.481205748322446,128,-0.726550271644436,-1.68896176828933
"X129",-0.431889298247275,0.0505734063496221,129,-0.381315891897653,-0.482462704596898
"X130",-1.06078419655566,0.592798466915838,130,-0.467985729639818,-1.65358266347149
"X131",-0.777950782997938,0.0779764073103453,131,-0.699974375687593,-0.855927190308284
"X132",-0.70133270670073,0.0164358911020658,132,-0.684896815598664,-0.717768597802796
"X133",-0.75103071168706,0.0869972353782912,133,-0.664033476308769,-0.838027947065351
"X134",-0.751654661760831,0.0671606528982096,134,-0.684494008862621,-0.81881531465904
"X135",-0.725693131361637,0.0352729194788706,135,-0.690420211882766,-0.760966050840507
"X136",-0.681161701536004,0.0882142076133218,136,-0.592947493922682,-0.769375909149326
"X137",-0.706684158652297,0.0269830017297369,137,-0.67970115692256,-0.733667160382034
"X138",-0.728418623469259,0.122739209989992,138,-0.605679413479267,-0.851157833459252
"X139",-0.0388347940144301,0.0265391544705839,139,-0.0122956395438462,-0.0653739484850139
"X140",-0.739513844331785,0.0769753022107876,140,-0.662538542120997,-0.816489146542572
"X141",-0.648401928928758,0.0382130224230046,141,-0.610188906505753,-0.686614951351762
"X142",-0.694928232484727,0.0396634156514177,142,-0.65526481683331,-0.734591648136145
"X143",-0.134372497829877,0.0643280741809665,143,-0.0700444236489104,-0.198700572010843
"X144",-0.545983839922618,0.104362946596035,144,-0.441620893326583,-0.650346786518652
"X145",-0.955000826267035,0.15807148826649,145,-0.796929338000545,-1.11307231453353
"X146",-0.737402525208768,0.0818531397338423,146,-0.655549385474926,-0.819255664942611
"X147",-0.59144568460877,0.0267403950196112,147,-0.564705289589158,-0.618186079628381
"X148",-0.744712428437988,0.0988208482758378,148,-0.64589158016215,-0.843533276713826
"X149",-0.746794358104831,0.227150266261702,149,-0.51964409184313,-0.973944624366533
"X150",-0.463749268946205,0.028614528925644,150,-0.435134740020561,-0.492363797871849
"X151",-1.30937377454906,0.512195515944057,151,-0.797178258605007,-1.82156929049312
"X152",-0.681107788728834,0.0751022189371406,152,-0.606005569791694,-0.756210007665975
"X153",-0.682730905918372,0.112496697004869,153,-0.570234208913503,-0.795227602923241
"X154",-0.831828240880241,0.100266600071815,154,-0.731561640808426,-0.932094840952055
"X155",-0.711471278430302,0.0279554115805163,155,-0.683515866849786,-0.739426690010818
"X156",-0.670303012570414,0.0360046182544145,156,-0.634298394315999,-0.706307630824828
"X157",-0.923640601606616,0.142252799843905,157,-0.781387801762711,-1.06589340145052
"X158",-0.716576184210632,0.0427091843046173,158,-0.673866999906015,-0.759285368515249
"X159",-0.700438833787981,0.0411914601241609,159,-0.65924737366382,-0.741630293912142
