"","sum","sd","subj","upper","lower"
"X43",-0.490726215451664,0.00574727394116516,43,-0.484978941510499,-0.49647348939283
"X44",-0.573963246361058,0.00535782218054814,44,-0.56860542418051,-0.579321068541607
"X45",-0.728257066273946,0.00131985264621249,45,-0.726937213627733,-0.729576918920158
"X46",-0.634811099101472,0.00349729971873505,46,-0.631313799382737,-0.638308398820207
"X47",-0.255465892515604,0.0072940588085185,47,-0.248171833707085,-0.262759951324122
"X48",-0.597390574973588,0.00478518552534736,48,-0.59260538944824,-0.602175760498935
"X49",-0.630176509995256,0.0043183058140103,49,-0.625858204181246,-0.634494815809266
"X50",-0.358359657157018,0.00975100704422375,50,-0.348608650112795,-0.368110664201242
"X51",-0.49218960283642,0.00950711966579591,51,-0.482682483170624,-0.501696722502216
"X52",-0.724504107882588,0.0018785086210855,52,-0.722625599261503,-0.726382616503674
"X53",-0.730788704340517,0.00153610326492459,53,-0.729252601075592,-0.732324807605441
"X54",-0.669542253852374,0.00164894725260878,54,-0.667893306599765,-0.671191201104983
"X55",-0.592410472604376,0.00186620061734066,55,-0.590544271987036,-0.594276673221717
"X56",-0.341003074577431,0.0107840624027428,56,-0.330219012174688,-0.351787136980173
"X57",-0.758131495253655,0.00313800139696352,57,-0.754993493856691,-0.761269496650618
"X58",-0.605898136268582,0.00086186141735896,58,-0.605036274851223,-0.606759997685941
"X59",-0.629202173280383,0.00478705604526265,59,-0.62441511723512,-0.633989229325645
"X60",-0.819840336979853,0.00681295468776212,60,-0.813027382292091,-0.826653291667615
"X61",-0.719258293337467,0.00212591458365322,61,-0.717132378753814,-0.72138420792112
"X62",-0.620161979936568,0.00240412056422127,62,-0.617757859372347,-0.62256610050079
"X63",-0.237598009816172,0.00728357041733658,63,-0.230314439398835,-0.244881580233508
"X64",-0.718336292888698,0.00235492166224195,64,-0.715981371226456,-0.72069121455094
"X65",-0.568818936379994,0.00399429793476548,65,-0.564824638445228,-0.572813234314759
"X66",-0.718688261799065,0.00147164882303033,66,-0.717216612976035,-0.720159910622095
"X67",-0.571766996403282,0.00653632378770063,67,-0.565230672615581,-0.578303320190982
"X68",-0.710177033526013,0.00121576295217548,68,-0.708961270573838,-0.711392796478189
"X69",-0.756550345804757,0.00320362132073673,69,-0.753346724484021,-0.759753967125494
"X70",-0.658783988984561,0.00546955717901737,70,-0.653314431805543,-0.664253546163578
"X71",-0.718185197736911,0.00141674620532079,71,-0.71676845153159,-0.719601943942232
"X72",-0.714297373938293,0.00180876714023986,72,-0.712488606798053,-0.716106141078533
"X73",-0.789258888539233,0.00772172003074655,73,-0.781537168508486,-0.796980608569979
"X74",-0.694975191106153,0.000683580072167848,74,-0.694291611033985,-0.695658771178321
"X75",-0.618840068743361,0.00874234689162557,75,-0.610097721851735,-0.627582415634986
"X76",-0.734080145794939,0.00273577591517824,76,-0.73134436987976,-0.736815921710117
"X77",-0.721155093224233,0.00204459833167202,77,-0.719110494892561,-0.723199691555905
"X78",-0.574396340764734,0.00400160218783417,78,-0.5703947385769,-0.578397942952568
"X79",-0.591079056465881,0.0176975932583335,79,-0.573381463207547,-0.608776649724215
"X80",-0.700688568521637,0.00102227121013172,80,-0.699666297311505,-0.701710839731769
"X81",-0.717035813631488,0.00109031219904996,81,-0.715945501432438,-0.718126125830538
"X82",-0.686160900711839,0.00174753882927644,82,-0.684413361882562,-0.687908439541115
"X83",-0.734097154643539,0.00156353169918776,83,-0.732533622944351,-0.735660686342726
"X84",-0.7084715938134,0.000998180343835602,84,-0.707473413469565,-0.709469774157236
"X85",-0.716687874326489,0.00206194461599488,85,-0.714625929710494,-0.718749818942483
"X86",-0.617337932174855,0.0169568047468379,86,-0.600381127428017,-0.634294736921693
"X87",-0.23070241428541,0.00715548764330732,87,-0.223546926642103,-0.237857901928717
"X88",-0.756086329046923,0.00582892590726039,88,-0.750257403139663,-0.761915254954183
"X89",-0.526030599285091,0.00362731810038726,89,-0.522403281184704,-0.529657917385479
"X90",-0.721609685514637,0.00381664089302437,90,-0.717793044621613,-0.725426326407662
"X91",-0.720922385576885,0.00238567387676597,91,-0.718536711700119,-0.723308059453652
"X92",-0.243806078015156,0.00760371826912262,92,-0.236202359746033,-0.251409796284278
"X93",-0.747041973997534,0.00831455209691405,93,-0.73872742190062,-0.755356526094448
"X94",-0.672900640448654,0.00206187377104175,94,-0.670838766677612,-0.674962514219696
"X95",-0.723948390136479,0.0168650718943274,95,-0.707083318242151,-0.740813462030806
"X96",-0.647472355355133,0.00451231239466021,96,-0.642960042960472,-0.651984667749793
"X97",-0.354902304661244,0.00796118760612408,97,-0.34694111705512,-0.362863492267368
"X98",-0.258255699697102,0.00733845671258384,98,-0.250917242984518,-0.265594156409686
"X99",-0.673689634755898,0.00263821345656843,99,-0.67105142129933,-0.676327848212466
"X100",-0.748073793841371,0.0102349036918822,100,-0.737838890149489,-0.758308697533254
"X101",-0.702487064434237,0.00233107651139081,101,-0.700155987922847,-0.704818140945628
"X102",-0.601325383633431,0.00846473770149204,102,-0.592860645931939,-0.609790121334923
"X103",-0.267459485839763,0.00655474321719903,103,-0.260904742622564,-0.274014229056962
"X104",-0.725186455683532,0.00130864803389493,104,-0.723877807649637,-0.726495103717427
"X105",-0.67221233559865,0.00306967334010316,105,-0.669142662258547,-0.675282008938753
"X106",-0.614659072640785,0.00437657919731232,106,-0.610282493443473,-0.619035651838097
"X107",-0.729649822352797,0.0327783946735187,107,-0.696871427679278,-0.762428217026315
"X108",-0.244415886699607,0.00737496689856193,108,-0.237040919801045,-0.251790853598169
"X109",-0.327029659739029,0.00772131856563172,109,-0.319308341173397,-0.334750978304661
"X110",-0.505269447086591,0.00627532673236234,110,-0.498994120354229,-0.511544773818953
"X111",-0.740481377066505,0.00545368010364953,111,-0.735027696962855,-0.745935057170154
"X112",-0.631823527078152,0.0034616762414127,112,-0.628361850836739,-0.635285203319565
"X113",-0.657942932021658,0.00180450805398521,113,-0.656138423967673,-0.659747440075644
"X114",-0.241405946502866,0.00747431360440735,114,-0.233931632898459,-0.248880260107273
"X115",-0.241269703388314,0.00723688322876401,115,-0.23403282015955,-0.248506586617078
"X116",-0.71518955660097,0.00377449551011627,116,-0.711415061090854,-0.718964052111086
"X117",-0.651334916320107,0.00149504730237116,117,-0.649839869017736,-0.652829963622478
"X118",-0.615125642067637,0.00122956879037985,118,-0.613896073277257,-0.616355210858017
"X119",-0.72894022289064,0.00225215979652471,119,-0.726688063094115,-0.731192382687164
"X120",-0.218550897122975,0.00693638356456418,120,-0.21161451355841,-0.225487280687539
"X121",-0.695334006394231,0.00255604987852095,121,-0.69277795651571,-0.697890056272752
"X122",-0.215776951923798,0.00690124095005867,122,-0.208875710973739,-0.222678192873856
"X123",-0.666148200839559,0.00173522705793204,123,-0.664412973781627,-0.667883427897491
"X124",-0.837546353943251,0.0101255471111828,124,-0.827420806832068,-0.847671901054434
"X125",-0.686100893852711,0.00111871364302045,125,-0.684982180209691,-0.687219607495732
"X126",-0.687803135748441,0.00166224539808288,126,-0.686140890350358,-0.689465381146524
"X127",-0.777279127489711,0.00582952191202526,127,-0.771449605577686,-0.783108649401736
"X128",-0.390525384196975,0.00866818599744762,128,-0.381857198199528,-0.399193570194423
"X129",-0.696038827144193,0.00283499808428249,129,-0.69320382905991,-0.698873825228475
"X130",-0.587213666909198,0.020067768766259,130,-0.567145898142939,-0.607281435675457
"X131",-0.729993571816738,0.00150641596897832,131,-0.72848715584776,-0.731499987785716
"X132",-0.728594409248145,0.000985413844859789,132,-0.727608995403285,-0.729579823093005
"X133",-0.705184361259651,0.00285022204987374,133,-0.702334139209777,-0.708034583309525
"X134",-0.739982794369125,0.00285940571018774,134,-0.737123388658937,-0.742842200079313
"X135",-0.727906054050293,0.00103128278792445,135,-0.726874771262368,-0.728937336838217
"X136",-0.742451432115173,0.00785695364785688,136,-0.734594478467316,-0.75030838576303
"X137",-0.7299931269148,0.00107300655828385,137,-0.728920120356517,-0.731066133473084
"X138",-0.78042150622553,0.0100447155593511,138,-0.770376790666179,-0.790466221784881
"X139",-0.296065183968126,0.00776273913790153,139,-0.288302444830224,-0.303827923106027
"X140",-0.686991857302524,0.00206541995303391,140,-0.68492643734949,-0.689057277255558
"X141",-0.694337800407864,0.00156154654773103,141,-0.692776253860133,-0.695899346955595
"X142",-0.666092944745718,0.00199745194625341,142,-0.664095492799465,-0.668090396691972
"X143",-0.251946889610618,0.00726090685612788,143,-0.24468598275449,-0.259207796466746
"X144",-0.709748280676753,0.00686719491501191,144,-0.702881085761741,-0.716615475591765
"X145",-0.685235631714179,0.00261009829595965,145,-0.68262553341822,-0.687845730010139
"X146",-0.660276129587504,0.00130052220325127,146,-0.658975607384252,-0.661576651790755
"X147",-0.682070169424387,0.00155971431134099,147,-0.680510455113047,-0.683629883735728
"X148",-0.742073194799194,0.00434683160166097,148,-0.737726363197533,-0.746420026400855
"X149",-0.689550328512716,0.00782343008674061,149,-0.681726898425975,-0.697373758599456
"X150",-0.497126785930387,0.00524540304876653,150,-0.491881382881621,-0.502372188979154
"X151",-0.637331823109734,0.00455962683899199,151,-0.632772196270742,-0.641891449948726
"X152",-0.667855227823328,0.00363981942662934,152,-0.664215408396698,-0.671495047249957
"X153",-0.546328558378265,0.00617399513408726,153,-0.540154563244178,-0.552502553512353
"X154",-0.776336052796376,0.00585596185869658,154,-0.77048009093768,-0.782192014655073
"X155",-0.709969937346339,0.00125796951650302,155,-0.708711967829836,-0.711227906862842
"X156",-0.680969121469419,0.00160276836927092,156,-0.679366353100148,-0.682571889838689
"X157",-0.737544707899633,0.00339441391161059,157,-0.734150293988022,-0.740939121811243
"X158",-0.755904158907082,0.00423850129300006,158,-0.751665657614082,-0.760142660200082
"X159",-0.685440898410219,0.0018913424960878,159,-0.683549555914132,-0.687332240906307
"X160",-0.705421104508866,0.00431732533248254,160,-0.701103779176384,-0.709738429841349
"X161",-0.700544075956089,0.00173175319967152,161,-0.698812322756418,-0.702275829155761
"X162",-0.715492705466178,0.00112032568767604,162,-0.714372379778502,-0.716613031153854
"X163",-0.756951152425054,0.00355873708938936,163,-0.753392415335665,-0.760509889514444
"X164",-0.737222608185826,0.00344580416333685,164,-0.733776804022489,-0.740668412349163
"X165",-0.694878021843141,0.00252398230807065,165,-0.692354039535071,-0.697402004151212
"X166",-0.69916996602118,0.00392573847349402,166,-0.695244227547686,-0.703095704494674
"X167",-0.758419474256225,0.00370597076255111,167,-0.754713503493674,-0.762125445018776
"X168",-0.737251636207963,0.00147419926540369,168,-0.735777436942559,-0.738725835473366
"X169",-0.773219336191152,0.00522241426057565,169,-0.767996921930576,-0.778441750451728
"X170",-0.640829680625215,0.000931794702960923,170,-0.639897885922254,-0.641761475328176
"X171",-0.71354678338987,0.00210197799504425,171,-0.711444805394826,-0.715648761384914
"X172",-0.729462752868442,0.00103506419262634,172,-0.728427688675816,-0.730497817061069
"X173",-0.700642200886326,0.00117471804296279,173,-0.699467482843363,-0.701816918929289
"X174",-0.235178109255801,0.00729100101277905,174,-0.227887108243022,-0.24246911026858
"X175",-0.736430276212245,0.00221524339611657,175,-0.734215032816128,-0.738645519608361
"X176",-0.428739533191164,0.00601432217129243,176,-0.422725211019872,-0.434753855362457
"X177",-0.72964540300525,0.00317721968069329,177,-0.726468183324557,-0.732822622685943
"X178",-0.733186316593886,0.00894440267631835,178,-0.724241913917568,-0.742130719270205
"X179",-0.544028570983245,0.00738783963005712,179,-0.536640731353187,-0.551416410613302
"X180",-0.744034910261569,0.00377672054301103,180,-0.740258189718558,-0.74781163080458
"X181",-0.709510567376816,0.00145893480969073,181,-0.708051632567125,-0.710969502186507
"X182",-0.678571602354295,0.00447647327566528,182,-0.67409512907863,-0.68304807562996
"X183",-0.307900331218424,0.00515903707599152,183,-0.302741294142432,-0.313059368294415
"X184",-0.718282109853624,0.0019090654618057,184,-0.716373044391819,-0.72019117531543
"X185",-0.712080321185298,0.0020091937450692,185,-0.710071127440229,-0.714089514930367
"X186",-0.732785907354012,0.00371810973538544,186,-0.729067797618627,-0.736504017089398
"X187",-0.262823212572416,0.00756718148892165,187,-0.255256031083494,-0.270390394061337
"X188",-0.6042189156461,0.00768030176908008,188,-0.59653861387702,-0.61189921741518
"X189",-0.6818866087996,0.00867023015644056,189,-0.673216378643159,-0.69055683895604
"X190",-0.735595667863445,0.00402838459620636,190,-0.731567283267239,-0.739624052459651
"X191",-0.720485049978446,0.00218500079144541,191,-0.718300049187,-0.722670050769891
"X192",-0.264090194966774,0.00663497308730675,192,-0.257455221879468,-0.270725168054081
"X193",-0.71683022760458,0.00103592906990081,193,-0.71579429853468,-0.717866156674481
"X194",-0.721054489673957,0.0188630767673015,194,-0.702191412906655,-0.739917566441258
"X195",-0.754548478254609,0.00550583769027631,195,-0.749042640564333,-0.760054315944886
"X196",-0.731784979174901,0.00135256081150196,196,-0.730432418363399,-0.733137539986403
"X197",-0.742843929560241,0.00347316125783909,197,-0.739370768302402,-0.74631709081808
"X198",-0.2239231996225,0.00727399513637531,198,-0.216649204486125,-0.231197194758876
"X199",-0.252743140817473,0.00718415650737625,199,-0.245558984310097,-0.259927297324849
"X200",-0.712572174550695,0.00114834451443995,200,-0.711423830036255,-0.713720519065135
"X201",-0.698569622430657,0.00162801588567991,201,-0.696941606544977,-0.700197638316337
"X202",-0.701886383338334,0.00177106591396652,202,-0.700115317424368,-0.703657449252301
"X203",-0.715485468759765,0.00312437431444478,203,-0.712361094445321,-0.71860984307421
"X204",-0.248669624403029,0.00774504587973607,204,-0.240924578523293,-0.256414670282765
"X205",-0.733740327263998,0.00169532944028785,205,-0.73204499782371,-0.735435656704286
