"name","game","prob",,"c","r","N",
,4,0.8,0.9,2,1,,
,4,0.8,0.9,2,1,,
,4,0.8,0.9,2,1,,
,4,0.8,0.9,2,1,,
,4,0.8,0.9,2,1,,
,4,0.8,0.9,2,1,,
,4,0.8,0.9,2,1,,
,4,0.8,0.9,2,1,,
,4,0.8,0.9,2,1,,

"name","game","prob",,"c","r","N",
"01449_1382376294652.csv",1,0.1,0.3,2,0,100,
,1,0.1,0.3,2,0,,
,1,0.1,0.3,1,0,,
,1,0.1,0.3,2,0,,
,1,0.1,0.3,2,1,,
,1,0.1,0.3,2,0,,
,1,0.1,0.3,2,1,,
,1,0.1,0.3,1,0,,
,1,0.1,0.3,1,0,,
,1,0.1,0.3,1,0,,
,1,0.1,0.3,2,0,,
,1,0.1,0.3,1,0,,
,1,0.1,0.3,1,0,,
,1,0.1,0.3,1,0,,
,1,0.1,0.3,2,0,,
,1,0.1,0.3,2,0,,
,1,0.1,0.3,2,0,,
,1,0.1,0.3,1,0,,
,1,0.1,0.3,1,0,,
,1,0.1,0.3,2,0,,
,1,0.1,0.3,2,0,,
,1,0.1,0.3,1,0,,
,1,0.1,0.3,2,0,,
,1,0.1,0.3,1,0,,
,1,0.1,0.3,2,1,,
,2,0.3,0.1,1,1,,
,2,0.3,0.1,1,0,,
,2,0.3,0.1,1,1,,
,2,0.3,0.1,1,0,,
,2,0.3,0.1,1,1,,
,2,0.3,0.1,1,1,,
,2,0.3,0.1,1,0,,
,2,0.3,0.1,1,0,,
,2,0.3,0.1,2,0,,
,2,0.3,0.1,2,1,,
,2,0.3,0.1,2,0,,
,2,0.3,0.1,1,0,,
,2,0.3,0.1,1,0,,
,2,0.3,0.1,2,0,,
,2,0.3,0.1,2,0,,
,2,0.3,0.1,1,0,,
,2,0.3,0.1,1,0,,
,2,0.3,0.1,1,0,,
,2,0.3,0.1,1,0,,
,2,0.3,0.1,2,0,,
,2,0.3,0.1,2,0,,
,2,0.3,0.1,1,0,,
,2,0.3,0.1,1,1,,
,2,0.3,0.1,1,0,,
,2,0.3,0.1,1,1,,
,3,0.9,0.7,1,1,,
,3,0.9,0.7,2,0,,
,3,0.9,0.7,2,1,,
,3,0.9,0.7,1,1,,
,3,0.9,0.7,2,1,,
,3,0.9,0.7,1,1,,
,3,0.9,0.7,2,1,,
,3,0.9,0.7,1,1,,
,3,0.9,0.7,2,1,,
,3,0.9,0.7,1,1,,
,3,0.9,0.7,2,0,,
,3,0.9,0.7,1,1,,
,3,0.9,0.7,2,1,,
,3,0.9,0.7,1,1,,
,3,0.9,0.7,2,1,,
,3,0.9,0.7,1,1,,
,3,0.9,0.7,2,1,,
,3,0.9,0.7,1,1,,
,3,0.9,0.7,2,0,,
,3,0.9,0.7,1,1,,
,3,0.9,0.7,2,1,,
,3,0.9,0.7,1,1,,
,3,0.9,0.7,2,0,,
,3,0.9,0.7,1,1,,
,3,0.9,0.7,2,1,,
,4,0.7,0.9,1,1,,
,4,0.7,0.9,2,1,,
,4,0.7,0.9,1,0,,
,4,0.7,0.9,2,1,,
,4,0.7,0.9,1,0,,
,4,0.7,0.9,2,1,,
,4,0.7,0.9,1,0,,
,4,0.7,0.9,2,1,,
,4,0.7,0.9,1,1,,
,4,0.7,0.9,2,0,,
,4,0.7,0.9,1,0,,
,4,0.7,0.9,1,0,,
,4,0.7,0.9,2,1,,
,4,0.7,0.9,1,0,,
,4,0.7,0.9,2,1,,
,4,0.7,0.9,2,1,,
,4,0.7,0.9,2,1,,
,4,0.7,0.9,2,0,,
,4,0.7,0.9,1,1,,
,4,0.7,0.9,2,1,,
,4,0.7,0.9,2,1,,
,4,0.7,0.9,2,1,,
,4,0.7,0.9,2,1,,
,4,0.7,0.9,2,0,,
,4,0.7,0.9,1,0,,

"name","game","prob",,"c","r","N",
"02694_1382375371763.csv",1,0.3,0.1,2,0,100,
,1,0.3,0.1,2,0,,
,1,0.3,0.1,1,1,,
,1,0.3,0.1,1,0,,
,1,0.3,0.1,1,0,,
,1,0.3,0.1,1,0,,
,1,0.3,0.1,2,0,,
,1,0.3,0.1,1,0,,
,1,0.3,0.1,1,0,,
,1,0.3,0.1,2,0,,
,1,0.3,0.1,2,0,,
,1,0.3,0.1,2,0,,
,1,0.3,0.1,2,0,,
,1,0.3,0.1,1,0,,
,1,0.3,0.1,1,0,,
,1,0.3,0.1,2,1,,
,1,0.3,0.1,1,0,,
,1,0.3,0.1,1,0,,
,1,0.3,0.1,2,0,,
,1,0.3,0.1,1,0,,
,1,0.3,0.1,2,1,,
,1,0.3,0.1,2,0,,
,1,0.3,0.1,2,0,,
,1,0.3,0.1,2,0,,
,1,0.3,0.1,2,0,,
,2,0.7,0.9,1,0,,
,2,0.7,0.9,2,1,,
,2,0.7,0.9,1,1,,
,2,0.7,0.9,2,1,,
,2,0.7,0.9,1,0,,
,2,0.7,0.9,2,1,,
,2,0.7,0.9,1,1,,
,2,0.7,0.9,2,1,,
,2,0.7,0.9,1,1,,
,2,0.7,0.9,2,1,,
,2,0.7,0.9,1,1,,
,2,0.7,0.9,2,1,,
,2,0.7,0.9,1,1,,
,2,0.7,0.9,2,0,,
,2,0.7,0.9,1,0,,
,2,0.7,0.9,2,1,,
,2,0.7,0.9,1,0,,
,2,0.7,0.9,2,1,,
,2,0.7,0.9,1,0,,
,2,0.7,0.9,2,1,,
,2,0.7,0.9,1,0,,
,2,0.7,0.9,2,0,,
,2,0.7,0.9,1,0,,
,2,0.7,0.9,2,1,,
,2,0.7,0.9,1,1,,
,3,0.9,0.7,1,1,,
,3,0.9,0.7,2,0,,
,3,0.9,0.7,1,1,,
,3,0.9,0.7,1,1,,
,3,0.9,0.7,1,1,,
,3,0.9,0.7,2,0,,
,3,0.9,0.7,1,1,,
,3,0.9,0.7,1,1,,
,3,0.9,0.7,1,1,,
,3,0.9,0.7,1,1,,
,3,0.9,0.7,1,1,,
,3,0.9,0.7,1,1,,
,3,0.9,0.7,1,1,,
,3,0.9,0.7,1,1,,
,3,0.9,0.7,1,1,,
,3,0.9,0.7,1,1,,
,3,0.9,0.7,1,1,,
,3,0.9,0.7,1,1,,
,3,0.9,0.7,1,1,,
,3,0.9,0.7,1,1,,
,3,0.9,0.7,1,1,,
,3,0.9,0.7,1,1,,
,3,0.9,0.7,1,0,,
,3,0.9,0.7,2,1,,
,3,0.9,0.7,2,0,,
,4,0.1,0.3,1,0,,
,4,0.1,0.3,2,0,,
,4,0.1,0.3,1,1,,
,4,0.1,0.3,2,1,,
,4,0.1,0.3,1,0,,
,4,0.1,0.3,2,1,,
,4,0.1,0.3,2,0,,
,4,0.1,0.3,1,0,,
,4,0.1,0.3,1,0,,
,4,0.1,0.3,2,0,,
,4,0.1,0.3,2,0,,
,4,0.1,0.3,2,1,,
,4,0.1,0.3,1,0,,
,4,0.1,0.3,1,0,,
,4,0.1,0.3,1,0,,
,4,0.1,0.3,1,0,,
,4,0.1,0.3,1,0,,
,4,0.1,0.3,2,1,,
,4,0.1,0.3,2,1,,
,4,0.1,0.3,2,0,,
,4,0.1,0.3,1,0,,
,4,0.1,0.3,1,0,,
,4,0.1,0.3,1,0,,
,4,0.1,0.3,1,0,,
,4,0.1,0.3,1,0,,

"name","game","prob",,"c","r","N",
"03159_1382375260346.csv",1,0.9,0.7,1,1,100,
,1,0.9,0.7,1,1,,
,1,0.9,0.7,1,1,,
,1,0.9,0.7,1,1,,
,1,0.9,0.7,2,1,,
,1,0.9,0.7,1,1,,
,1,0.9,0.7,1,1,,
,1,0.9,0.7,1,1,,
,1,0.9,0.7,1,1,,
,1,0.9,0.7,1,1,,
,1,0.9,0.7,1,1,,
,1,0.9,0.7,1,0,,
,1,0.9,0.7,1,1,,
,1,0.9,0.7,1,1,,
,1,0.9,0.7,1,1,,
,1,0.9,0.7,1,1,,
,1,0.9,0.7,1,0,,
,1,0.9,0.7,1,1,,
,1,0.9,0.7,1,0,,
,1,0.9,0.7,1,1,,
,1,0.9,0.7,1,1,,
,1,0.9,0.7,1,1,,
,1,0.9,0.7,1,1,,
,1,0.9,0.7,1,1,,
,1,0.9,0.7,1,1,,
,2,0.3,0.1,1,1,,
,2,0.3,0.1,1,0,,
,2,0.3,0.1,1,1,,
,2,0.3,0.1,1,0,,
,2,0.3,0.1,1,0,,
,2,0.3,0.1,1,0,,
,2,0.3,0.1,1,0,,
,2,0.3,0.1,1,0,,
,2,0.3,0.1,2,0,,
,2,0.3,0.1,2,0,,
,2,0.3,0.1,2,0,,
,2,0.3,0.1,2,0,,
,2,0.3,0.1,2,0,,
,2,0.3,0.1,1,0,,
,2,0.3,0.1,1,1,,
,2,0.3,0.1,1,1,,
,2,0.3,0.1,1,0,,
,2,0.3,0.1,1,1,,
,2,0.3,0.1,1,0,,
,2,0.3,0.1,1,1,,
,2,0.3,0.1,1,1,,
,2,0.3,0.1,1,1,,
,2,0.3,0.1,1,1,,
,2,0.3,0.1,1,0,,
,2,0.3,0.1,1,0,,
,3,0.7,0.9,1,1,,
,3,0.7,0.9,1,0,,
,3,0.7,0.9,1,1,,
,3,0.7,0.9,1,1,,
,3,0.7,0.9,1,0,,
,3,0.7,0.9,1,0,,
,3,0.7,0.9,2,1,,
,3,0.7,0.9,2,1,,
,3,0.7,0.9,2,1,,
,3,0.7,0.9,2,1,,
,3,0.7,0.9,2,1,,
,3,0.7,0.9,2,1,,
,3,0.7,0.9,2,1,,
,3,0.7,0.9,2,1,,
,3,0.7,0.9,2,1,,
,3,0.7,0.9,2,1,,
,3,0.7,0.9,2,1,,
,3,0.7,0.9,2,1,,
,3,0.7,0.9,2,1,,
,3,0.7,0.9,2,1,,
,3,0.7,0.9,2,1,,
,3,0.7,0.9,2,0,,
,3,0.7,0.9,2,0,,
,3,0.7,0.9,1,1,,
,3,0.7,0.9,1,1,,
,4,0.1,0.3,1,0,,
,4,0.1,0.3,1,0,,
,4,0.1,0.3,1,0,,
,4,0.1,0.3,2,1,,
,4,0.1,0.3,2,0,,
,4,0.1,0.3,2,0,,
,4,0.1,0.3,2,0,,
,4,0.1,0.3,2,0,,
,4,0.1,0.3,1,0,,
,4,0.1,0.3,1,0,,
,4,0.1,0.3,1,0,,
,4,0.1,0.3,1,0,,
,4,0.1,0.3,2,0,,
,4,0.1,0.3,1,0,,
,4,0.1,0.3,1,0,,
,4,0.1,0.3,1,0,,
,4,0.1,0.3,1,0,,
,4,0.1,0.3,1,0,,
,4,0.1,0.3,2,0,,
,4,0.1,0.3,2,0,,
,4,0.1,0.3,2,0,,
,4,0.1,0.3,2,0,,
,4,0.1,0.3,2,0,,
,4,0.1,0.3,2,0,,
,4,0.1,0.3,2,0,,

"name","game","prob",,"c","r","N",
"05068_1382376391204.csv",1,0.7,0.9,1,1,100,
,1,0.7,0.9,1,0,,
,1,0.7,0.9,1,0,,
,1,0.7,0.9,2,1,,
,1,0.7,0.9,2,0,,
,1,0.7,0.9,1,0,,
,1,0.7,0.9,2,1,,
,1,0.7,0.9,2,1,,
,1,0.7,0.9,1,0,,
,1,0.7,0.9,2,1,,
,1,0.7,0.9,2,1,,
,1,0.7,0.9,2,1,,
,1,0.7,0.9,2,1,,
,1,0.7,0.9,2,1,,
,1,0.7,0.9,2,1,,
,1,0.7,0.9,2,1,,
,1,0.7,0.9,2,1,,
,1,0.7,0.9,2,1,,
,1,0.7,0.9,2,1,,
,1,0.7,0.9,2,1,,
,1,0.7,0.9,2,1,,
,1,0.7,0.9,2,1,,
,1,0.7,0.9,2,1,,
,1,0.7,0.9,2,1,,
,1,0.7,0.9,2,1,,
,2,0.9,0.7,1,1,,
,2,0.9,0.7,2,1,,
,2,0.9,0.7,1,1,,
,2,0.9,0.7,2,0,,
,2,0.9,0.7,1,1,,
,2,0.9,0.7,1,1,,
,2,0.9,0.7,1,1,,
,2,0.9,0.7,1,1,,
,2,0.9,0.7,1,1,,
,2,0.9,0.7,1,1,,
,2,0.9,0.7,1,1,,
,2,0.9,0.7,1,0,,
,2,0.9,0.7,1,1,,
,2,0.9,0.7,1,1,,
,2,0.9,0.7,2,0,,
,2,0.9,0.7,2,1,,
,2,0.9,0.7,2,1,,
,2,0.9,0.7,1,1,,
,2,0.9,0.7,1,1,,
,2,0.9,0.7,1,1,,
,2,0.9,0.7,1,0,,
,2,0.9,0.7,1,1,,
,2,0.9,0.7,1,1,,
,2,0.9,0.7,2,1,,
,2,0.9,0.7,2,0,,
,3,0.1,0.3,1,0,,
,3,0.1,0.3,2,0,,
,3,0.1,0.3,1,0,,
,3,0.1,0.3,1,0,,
,3,0.1,0.3,1,0,,
,3,0.1,0.3,1,0,,
,3,0.1,0.3,1,0,,
,3,0.1,0.3,2,0,,
,3,0.1,0.3,2,1,,
,3,0.1,0.3,2,1,,
,3,0.1,0.3,2,1,,
,3,0.1,0.3,2,0,,
,3,0.1,0.3,2,1,,
,3,0.1,0.3,2,1,,
,3,0.1,0.3,2,0,,
,3,0.1,0.3,2,0,,
,3,0.1,0.3,2,0,,
,3,0.1,0.3,2,1,,
,3,0.1,0.3,1,0,,
,3,0.1,0.3,1,0,,
,3,0.1,0.3,2,0,,
,3,0.1,0.3,2,1,,
,3,0.1,0.3,2,0,,
,3,0.1,0.3,2,0,,
,3,0.1,0.3,2,0,,
,4,0.3,0.1,1,1,,
,4,0.3,0.1,2,0,,
,4,0.3,0.1,1,0,,
,4,0.3,0.1,1,0,,
,4,0.3,0.1,1,0,,
,4,0.3,0.1,2,0,,
,4,0.3,0.1,2,0,,
,4,0.3,0.1,2,0,,
,4,0.3,0.1,2,0,,
,4,0.3,0.1,2,0,,
,4,0.3,0.1,1,0,,
,4,0.3,0.1,1,0,,
,4,0.3,0.1,1,0,,
,4,0.3,0.1,1,1,,
,4,0.3,0.1,1,0,,
,4,0.3,0.1,2,0,,
,4,0.3,0.1,2,0,,
,4,0.3,0.1,2,0,,
,4,0.3,0.1,2,0,,
,4,0.3,0.1,2,0,,
,4,0.3,0.1,1,0,,
,4,0.3,0.1,1,1,,
,4,0.3,0.1,1,0,,
,4,0.3,0.1,1,0,,
,4,0.3,0.1,1,1,,

"name","game","prob",,"c","r","N",
"05196_1382375369988.csv",1,0.3,0.1,1,0,100,
,1,0.3,0.1,2,0,,
,1,0.3,0.1,1,0,,
,1,0.3,0.1,1,0,,
,1,0.3,0.1,2,0,,
,1,0.3,0.1,2,0,,
,1,0.3,0.1,2,0,,
,1,0.3,0.1,1,1,,
,1,0.3,0.1,2,0,,
,1,0.3,0.1,1,0,,
,1,0.3,0.1,2,0,,
,1,0.3,0.1,2,0,,
,1,0.3,0.1,1,0,,
,1,0.3,0.1,1,0,,
,1,0.3,0.1,2,0,,
,1,0.3,0.1,1,0,,
,1,0.3,0.1,2,0,,
,1,0.3,0.1,1,1,,
,1,0.3,0.1,1,0,,
,1,0.3,0.1,1,1,,
,1,0.3,0.1,2,0,,
,1,0.3,0.1,2,0,,
,1,0.3,0.1,2,0,,
,1,0.3,0.1,1,0,,
,1,0.3,0.1,1,1,,
,2,0.9,0.7,1,1,,
,2,0.9,0.7,2,1,,
,2,0.9,0.7,1,1,,
,2,0.9,0.7,2,0,,
,2,0.9,0.7,1,1,,
,2,0.9,0.7,2,1,,
,2,0.9,0.7,1,1,,
,2,0.9,0.7,2,1,,
,2,0.9,0.7,1,1,,
,2,0.9,0.7,2,1,,
,2,0.9,0.7,1,0,,
,2,0.9,0.7,2,0,,
,2,0.9,0.7,1,0,,
,2,0.9,0.7,2,0,,
,2,0.9,0.7,2,1,,
,2,0.9,0.7,1,0,,
,2,0.9,0.7,1,1,,
,2,0.9,0.7,2,1,,
,2,0.9,0.7,2,1,,
,2,0.9,0.7,1,1,,
,2,0.9,0.7,2,0,,
,2,0.9,0.7,2,1,,
,2,0.9,0.7,1,1,,
,2,0.9,0.7,2,1,,
,2,0.9,0.7,1,1,,
,3,0.7,0.9,1,0,,
,3,0.7,0.9,2,1,,
,3,0.7,0.9,2,1,,
,3,0.7,0.9,1,0,,
,3,0.7,0.9,1,1,,
,3,0.7,0.9,2,1,,
,3,0.7,0.9,1,1,,
,3,0.7,0.9,2,1,,
,3,0.7,0.9,1,1,,
,3,0.7,0.9,2,1,,
,3,0.7,0.9,1,0,,
,3,0.7,0.9,1,1,,
,3,0.7,0.9,2,1,,
,3,0.7,0.9,1,1,,
,3,0.7,0.9,2,1,,
,3,0.7,0.9,1,1,,
,3,0.7,0.9,2,1,,
,3,0.7,0.9,1,1,,
,3,0.7,0.9,2,1,,
,3,0.7,0.9,1,0,,
,3,0.7,0.9,1,1,,
,3,0.7,0.9,2,1,,
,3,0.7,0.9,1,0,,
,3,0.7,0.9,2,1,,
,3,0.7,0.9,2,1,,
,4,0.1,0.3,1,0,,
,4,0.1,0.3,2,0,,
,4,0.1,0.3,2,0,,
,4,0.1,0.3,1,0,,
,4,0.1,0.3,2,1,,
,4,0.1,0.3,1,1,,
,4,0.1,0.3,2,1,,
,4,0.1,0.3,1,0,,
,4,0.1,0.3,1,0,,
,4,0.1,0.3,1,0,,
,4,0.1,0.3,2,0,,
,4,0.1,0.3,1,0,,
,4,0.1,0.3,2,0,,
,4,0.1,0.3,2,0,,
,4,0.1,0.3,2,0,,
,4,0.1,0.3,2,0,,
,4,0.1,0.3,2,1,,
,4,0.1,0.3,1,0,,
,4,0.1,0.3,1,0,,
,4,0.1,0.3,1,0,,
,4,0.1,0.3,1,0,,
,4,0.1,0.3,1,0,,
,4,0.1,0.3,1,0,,
,4,0.1,0.3,1,1,,
,4,0.1,0.3,2,0,,

"name","game","prob",,"c","r","N",
"06198_1382376312496.csv",1,0.3,0.1,1,0,100,
,1,0.3,0.1,2,0,,
,1,0.3,0.1,2,0,,
,1,0.3,0.1,1,0,,
,1,0.3,0.1,2,0,,
,1,0.3,0.1,1,1,,
,1,0.3,0.1,2,0,,
,1,0.3,0.1,1,1,,
,1,0.3,0.1,1,0,,
,1,0.3,0.1,1,0,,
,1,0.3,0.1,2,0,,
,1,0.3,0.1,1,0,,
,1,0.3,0.1,2,0,,
,1,0.3,0.1,2,1,,
,1,0.3,0.1,1,1,,
,1,0.3,0.1,2,1,,
,1,0.3,0.1,1,1,,
,1,0.3,0.1,2,0,,
,1,0.3,0.1,1,1,,
,1,0.3,0.1,2,0,,
,1,0.3,0.1,1,0,,
,1,0.3,0.1,1,0,,
,1,0.3,0.1,2,0,,
,1,0.3,0.1,2,0,,
,1,0.3,0.1,1,1,,
,2,0.9,0.7,1,1,,
,2,0.9,0.7,1,1,,
,2,0.9,0.7,2,1,,
,2,0.9,0.7,1,0,,
,2,0.9,0.7,2,0,,
,2,0.9,0.7,2,1,,
,2,0.9,0.7,2,0,,
,2,0.9,0.7,2,1,,
,2,0.9,0.7,2,1,,
,2,0.9,0.7,2,1,,
,2,0.9,0.7,2,1,,
,2,0.9,0.7,2,1,,
,2,0.9,0.7,2,0,,
,2,0.9,0.7,1,1,,
,2,0.9,0.7,2,0,,
,2,0.9,0.7,2,1,,
,2,0.9,0.7,2,0,,
,2,0.9,0.7,2,0,,
,2,0.9,0.7,2,1,,
,2,0.9,0.7,2,0,,
,2,0.9,0.7,2,1,,
,2,0.9,0.7,2,1,,
,2,0.9,0.7,2,1,,
,2,0.9,0.7,2,1,,
,2,0.9,0.7,2,1,,
,3,0.1,0.3,1,0,,
,3,0.1,0.3,2,0,,
,3,0.1,0.3,2,1,,
,3,0.1,0.3,2,1,,
,3,0.1,0.3,2,0,,
,3,0.1,0.3,2,1,,
,3,0.1,0.3,2,0,,
,3,0.1,0.3,2,0,,
,3,0.1,0.3,2,0,,
,3,0.1,0.3,2,0,,
,3,0.1,0.3,2,0,,
,3,0.1,0.3,1,0,,
,3,0.1,0.3,1,0,,
,3,0.1,0.3,1,0,,
,3,0.1,0.3,1,0,,
,3,0.1,0.3,2,0,,
,3,0.1,0.3,2,0,,
,3,0.1,0.3,2,0,,
,3,0.1,0.3,2,1,,
,3,0.1,0.3,2,1,,
,3,0.1,0.3,2,0,,
,3,0.1,0.3,2,1,,
,3,0.1,0.3,2,0,,
,3,0.1,0.3,2,0,,
,3,0.1,0.3,2,0,,
,4,0.7,0.9,1,1,,
,4,0.7,0.9,2,1,,
,4,0.7,0.9,1,0,,
,4,0.7,0.9,1,0,,
,4,0.7,0.9,1,1,,
,4,0.7,0.9,1,1,,
,4,0.7,0.9,1,0,,
,4,0.7,0.9,1,1,,
,4,0.7,0.9,1,1,,
,4,0.7,0.9,1,1,,
,4,0.7,0.9,1,0,,
,4,0.7,0.9,1,1,,
,4,0.7,0.9,1,1,,
,4,0.7,0.9,1,1,,
,4,0.7,0.9,1,1,,
,4,0.7,0.9,1,1,,
,4,0.7,0.9,1,1,,
,4,0.7,0.9,1,1,,
,4,0.7,0.9,1,1,,
,4,0.7,0.9,1,1,,
,4,0.7,0.9,1,0,,
,4,0.7,0.9,1,0,,
,4,0.7,0.9,1,1,,
,4,0.7,0.9,1,0,,
,4,0.7,0.9,1,0,,

"name","game","prob",,"c","r","N",
"07491_1382376279359.csv",1,0.1,0.3,2,0,100,
,1,0.1,0.3,2,0,,
,1,0.1,0.3,1,0,,
,1,0.1,0.3,2,1,,
,1,0.1,0.3,2,0,,
,1,0.1,0.3,2,0,,
,1,0.1,0.3,1,0,,
,1,0.1,0.3,1,0,,
,1,0.1,0.3,1,0,,
,1,0.1,0.3,1,0,,
,1,0.1,0.3,1,0,,
,1,0.1,0.3,1,0,,
,1,0.1,0.3,1,0,,
,1,0.1,0.3,2,1,,
,1,0.1,0.3,1,0,,
,1,0.1,0.3,2,0,,
,1,0.1,0.3,1,0,,
,1,0.1,0.3,2,0,,
,1,0.1,0.3,2,0,,
,1,0.1,0.3,2,1,,
,1,0.1,0.3,2,0,,
,1,0.1,0.3,1,0,,
,1,0.1,0.3,2,0,,
,1,0.1,0.3,2,1,,
,1,0.1,0.3,2,1,,
,2,0.7,0.9,1,1,,
,2,0.7,0.9,1,1,,
,2,0.7,0.9,1,0,,
,2,0.7,0.9,2,1,,
,2,0.7,0.9,2,1,,
,2,0.7,0.9,2,1,,
,2,0.7,0.9,2,0,,
,2,0.7,0.9,1,1,,
,2,0.7,0.9,1,1,,
,2,0.7,0.9,1,1,,
,2,0.7,0.9,1,0,,
,2,0.7,0.9,2,1,,
,2,0.7,0.9,2,1,,
,2,0.7,0.9,2,1,,
,2,0.7,0.9,2,1,,
,2,0.7,0.9,2,1,,
,2,0.7,0.9,2,0,,
,2,0.7,0.9,1,1,,
,2,0.7,0.9,2,0,,
,2,0.7,0.9,1,1,,
,2,0.7,0.9,1,1,,
,2,0.7,0.9,1,1,,
,2,0.7,0.9,1,0,,
,2,0.7,0.9,2,1,,
,2,0.7,0.9,2,1,,
,3,0.3,0.1,1,0,,
,3,0.3,0.1,2,1,,
,3,0.3,0.1,2,0,,
,3,0.3,0.1,1,0,,
,3,0.3,0.1,1,1,,
,3,0.3,0.1,1,0,,
,3,0.3,0.1,2,0,,
,3,0.3,0.1,2,0,,
,3,0.3,0.1,2,0,,
,3,0.3,0.1,2,0,,
,3,0.3,0.1,1,0,,
,3,0.3,0.1,1,1,,
,3,0.3,0.1,1,1,,
,3,0.3,0.1,1,0,,
,3,0.3,0.1,2,0,,
,3,0.3,0.1,2,0,,
,3,0.3,0.1,2,0,,
,3,0.3,0.1,1,0,,
,3,0.3,0.1,1,0,,
,3,0.3,0.1,1,0,,
,3,0.3,0.1,1,1,,
,3,0.3,0.1,1,1,,
,3,0.3,0.1,1,1,,
,3,0.3,0.1,1,0,,
,3,0.3,0.1,1,0,,
,4,0.9,0.7,2,1,,
,4,0.9,0.7,2,1,,
,4,0.9,0.7,2,0,,
,4,0.9,0.7,1,1,,
,4,0.9,0.7,1,0,,
,4,0.9,0.7,2,1,,
,4,0.9,0.7,2,1,,
,4,0.9,0.7,2,1,,
,4,0.9,0.7,2,0,,
,4,0.9,0.7,1,1,,
,4,0.9,0.7,1,1,,
,4,0.9,0.7,1,1,,
,4,0.9,0.7,1,1,,
,4,0.9,0.7,1,1,,
,4,0.9,0.7,2,0,,
,4,0.9,0.7,1,1,,
,4,0.9,0.7,1,0,,
,4,0.9,0.7,2,1,,
,4,0.9,0.7,2,1,,
,4,0.9,0.7,2,0,,
,4,0.9,0.7,2,0,,
,4,0.9,0.7,2,0,,
,4,0.9,0.7,1,1,,
,4,0.9,0.7,1,1,,
,4,0.9,0.7,1,1,,

"name","game","prob",,"c","r","N",
"09837_1382369644777.csv",1,0.9,0.7,1,1,100,
,1,0.9,0.7,2,1,,
,1,0.9,0.7,1,1,,
,1,0.9,0.7,1,1,,
,1,0.9,0.7,1,1,,
,1,0.9,0.7,2,1,,
,1,0.9,0.7,1,1,,
,1,0.9,0.7,2,1,,
,1,0.9,0.7,1,1,,
,1,0.9,0.7,2,1,,
,1,0.9,0.7,2,0,,
,1,0.9,0.7,2,1,,
,1,0.9,0.7,2,0,,
,1,0.9,0.7,2,1,,
,1,0.9,0.7,2,1,,
,1,0.9,0.7,2,1,,
,1,0.9,0.7,2,1,,
,1,0.9,0.7,2,0,,
,1,0.9,0.7,2,1,,
,1,0.9,0.7,2,0,,
,1,0.9,0.7,2,0,,
,1,0.9,0.7,2,0,,
,1,0.9,0.7,2,1,,
,1,0.9,0.7,2,1,,
,1,0.9,0.7,2,1,,
,2,0.1,0.3,1,1,,
,2,0.1,0.3,2,0,,
,2,0.1,0.3,1,0,,
,2,0.1,0.3,2,1,,
,2,0.1,0.3,1,0,,
,2,0.1,0.3,2,0,,
,2,0.1,0.3,1,1,,
,2,0.1,0.3,2,0,,
,2,0.1,0.3,1,0,,
,2,0.1,0.3,2,0,,
,2,0.1,0.3,2,0,,
,2,0.1,0.3,2,0,,
,2,0.1,0.3,2,0,,
,2,0.1,0.3,2,1,,
,2,0.1,0.3,2,0,,
,2,0.1,0.3,2,0,,
,2,0.1,0.3,2,0,,
,2,0.1,0.3,2,1,,
,2,0.1,0.3,2,0,,
,2,0.1,0.3,2,0,,
,2,0.1,0.3,2,1,,
,2,0.1,0.3,2,0,,
,2,0.1,0.3,2,0,,
,2,0.1,0.3,2,1,,
,2,0.1,0.3,2,1,,
,3,0.7,0.9,2,1,,
,3,0.7,0.9,1,1,,
,3,0.7,0.9,2,1,,
,3,0.7,0.9,2,1,,
,3,0.7,0.9,2,1,,
,3,0.7,0.9,2,1,,
,3,0.7,0.9,2,1,,
,3,0.7,0.9,2,1,,
,3,0.7,0.9,2,1,,
,3,0.7,0.9,2,1,,
,3,0.7,0.9,2,1,,
,3,0.7,0.9,2,0,,
,3,0.7,0.9,2,1,,
,3,0.7,0.9,2,1,,
,3,0.7,0.9,2,0,,
,3,0.7,0.9,2,1,,
,3,0.7,0.9,2,1,,
,3,0.7,0.9,2,1,,
,3,0.7,0.9,2,1,,
,3,0.7,0.9,2,1,,
,3,0.7,0.9,2,1,,
,3,0.7,0.9,2,1,,
,3,0.7,0.9,2,1,,
,3,0.7,0.9,2,1,,
,3,0.7,0.9,2,0,,
,4,0.3,0.1,1,0,,
,4,0.3,0.1,1,0,,
,4,0.3,0.1,1,1,,
,4,0.3,0.1,1,0,,
,4,0.3,0.1,2,0,,
,4,0.3,0.1,1,0,,
,4,0.3,0.1,1,0,,
,4,0.3,0.1,1,0,,
,4,0.3,0.1,1,0,,
,4,0.3,0.1,1,0,,
,4,0.3,0.1,1,0,,
,4,0.3,0.1,1,0,,
,4,0.3,0.1,1,0,,
,4,0.3,0.1,1,0,,
,4,0.3,0.1,1,1,,
,4,0.3,0.1,1,0,,
,4,0.3,0.1,1,0,,
,4,0.3,0.1,1,0,,
,4,0.3,0.1,1,0,,
,4,0.3,0.1,1,0,,
,4,0.3,0.1,1,0,,
,4,0.3,0.1,1,0,,
,4,0.3,0.1,1,0,,
